hora,nova_cabeceira,antiga_cabeceira,aero
1678150007000,17,10,SV
1678151674000,33,15,CT
1678151747000,10,17,SV
1678152692000,35L,17R,SP
1678154914000,17R,35L,SP
1678164597000,17,10,SV
1678164818000,10,17,SV
1678173578000,32,14,FL
1678174601000,15,33,KP
1678175743000,15,33,CT
1678177625000,33,15,KP
1678179704000,35L,17R,SP
1678179865000,11L,29R,BR
1678180766000,15,33,KP
1678180976000,15,03,GL
1678184231000,33,15,CT
1678185295000,02R,03,RJ
1678185470000,17,10,SV
1678185634000,15,08,GL
1678187057000,10,17,SV
1678187216000,15,05,KP
1678187576000,02R,08,RJ
1678188495000,21,32,FL
1678188601000,10,15,GL
1678189762000,10,03,GL
1678190327000,32,21,FL
1678190419000,17,10,SV
1678190507000,35L,12,SP
1678191285000,10,17,SV
1678191553000,33,15,KP
1678147341000,02R,20L,RJ
1678149140000,14,32,FL
1678193636000,10,16,GL
1678206923000,21,32,FL
1678207256000,03,21,FL
1678207285000,11,29,PA
1678207320000,29R,11L,BR
1678196179000,33,34,KP
1678197439000,03,32,FL
1678208197000,32,03,FL
1678209065000,11,12,PA
1678209192000,03,32,FL
1678209562000,32,29,FL
1678210333000,16,09,CF
1678211312000,32,03,FL
1678198755000,20L,27,RJ
1678199327000,20L,02R,RJ
1678199445000,32,03,FL
1678199660000,29,11,PA
1678200395000,03,32,FL
1678200409000,32,03,FL
1678212617000,29,11,PA
1678213121000,10,26,GL
1678213750000,28,10,GL
1678213870000,18,12,RF
1678214346000,33,01,KP
1678201781000,11L,32,BR
1678201904000,10,05,GL
1678202182000,11L,32,BR
1678202565000,17,10,SV
1678214540000,33,36,KP
1678202999000,03,32,FL
1678214979000,03,32,FL
1678203407000,10,17,SV
1678222216000,28,21,GL
1678204099000,28L,10R,GR
1678204298000,32,03,FL
1678204486000,17,10,SV
1678204583000,20L,07,RJ
1678204728000,10,17,SV
1678215342000,02R,20L,RJ
1678215728000,28L,30,GR
1678215790000,17,10,SV
1678216000000,32,03,FL
1678216444000,10,17,SV
1678216953000,20L,02R,RJ
1678217333000,10R,28L,GR
1678205644000,33,27,KP
1678222346000,29,06,PA
1678206182000,20L,21,RJ
1678218674000,03,32,FL
1678218989000,32,03,FL
1678222781000,16,34,CF
1678220190000,34,16,CF
1678220591000,02R,20L,RJ
1678222968000,02R,23,RJ
1678221340000,15,33,CT
1678221726000,03,32,FL
1678223530000,02R,08,RJ
1678224023000,28,08,GL
1678224270000,32,07,FL
1678224309000,11,31,PA
1678224312000,17,10,SV
1678224565000,10,17,SV
1678224829000,17,10,SV
1678225049000,03,32,FL
1678225218000,10,17,SV
1678225510000,32,03,FL
1678226290000,11R,29L,BR
1678226425000,15,33,KP
1678226871000,15,36,CT
1678227147000,17R,35L,SP
1678227289000,15,16,KP
1678227970000,11,29,PA
1678228457000,17,10,SV
1678228653000,10,17,SV
1678230413000,33,15,CT
1678231951000,29R,11L,BR
