hora,nova_cabeceira,antiga_cabeceira,aero
1682072179000,10,35,SV
1682072932000,29,11,PA
1682074542000,17R,12,SP
1682074550000,17R,18,SP
1682074796000,35,10,SV
1682074843000,02R,03,RJ
1682075005000,11L,17,BR
1682075318000,10,35,SV
1682077680000,15,05,GL
1682077692000,15,26,GL
1682078161000,15,05,GL
1682078550000,15,26,GL
1682085312000,10,17,SV
1682085867000,15,18,KP
1682085993000,21,32,FL
1682086059000,10R,28L,GR
1682086824000,20R,02R,RJ
1682079543000,03,23,FL
1682080085000,32,25,FL
1682080210000,32,25,FL
1682080836000,03,32,FL
1682080959000,15,02R,GL
1682081031000,02R,15,RJ
1682081125000,11R,14,BR
1682087955000,32,21,FL
1682081488000,35,10,SV
1682037890000,17,10,SV
1682081675000,10,35,SV
1682081849000,32,03,FL
1682088428000,18,15,RF
1682088564000,20L,21,RJ
1682038063000,10,17,SV
1682088823000,17,10,SV
1682040729000,17,10,SV
1682044514000,10,17,SV
1682089476000,10,17,SV
1682045004000,32,14,FL
1682089857000,15,26,CT
1682083693000,17,10,SV
1682046485000,11L,29L,BR
1682089922000,03,32,FL
1682048969000,17,10,SV
1682051367000,10,17,SV
1682068539000,02R,20L,RJ
1682090929000,11,29,PA
1682091359000,15,26,CT
1682091771000,17,10,SV
1682068822000,35,10,SV
1682092157000,10,17,SV
1682092226000,17R,15,SP
1682094469000,10,17,SV
1682092291000,32,03,FL
1682109154000,10,17,SV
1682093026000,17,10,SV
1682094100000,15,26,CT
1682094119000,15,23,GL
1682094856000,16,31,CF
1682095446000,20L,21,RJ
1682095539000,17,10,SV
1682095768000,14,32,FL
1682109478000,15,26,GL
1682095915000,10,17,SV
1682110499000,17,10,SV
1682096843000,17,10,SV
1682110613000,18,15,RF
1682097216000,10,17,SV
1682110802000,10R,17,GR
1682110898000,15,18,KP
1682098810000,14,33,FL
1682098889000,16,13,CF
1682111531000,15,21,GL
1682112779000,28,17,SV
1682099444000,16,13,CF
1682114884000,20L,21,RJ
1682104923000,17,10,SV
1682116044000,17,28,SV
1682105908000,10,17,SV
1682117410000,28,17,SV
1682118182000,10,28,SV
1682119402000,17,10,SV
1682108224000,11,13,PA
1682108859000,17,10,SV
