hora,nova_cabeceira,antiga_cabeceira,aero
1674432162000,14,21,FL
1674434165000,35L,17R,SP
1674436029000,15,33,KP
1674436142000,17,10,SV
1674436761000,10,17,SV
1674440945000,32,14,FL
1674443756000,34,12,CF
1674447678000,10R,28L,GR
1674448056000,17,10,SV
1674449158000,10,17,SV
1674465354000,02R,20L,RJ
1674467894000,14,32,FL
1674468403000,10,03,GL
1674468882000,33,15,KP
1674469996000,10,03,GL
1674471730000,17,10,SV
1674495766000,17,10,SV
1674472731000,10,17,SV
1674473567000,28L,10R,GR
1674474189000,10,03,GL
1674482468000,15,36,CT
1674483317000,17,10,SV
1674496441000,17R,35L,SP
1674483812000,29,11,PA
1674483874000,10,17,SV
1674475052000,14,33,FL
1674484838000,17,10,SV
1674485037000,10,17,SV
1674496673000,14,21,FL
1674485068000,10,03,GL
1674485262000,17,10,SV
1674496797000,10,17,SV
1674485655000,29,30,PA
1674476255000,02R,03,RJ
1674476393000,17,10,SV
1674497039000,11,29,PA
1674497434000,28,10,GL
1674477138000,10,17,SV
1674477262000,14,25,FL
1674478076000,17,10,SV
1674478280000,21,25,FL
1674478383000,14,21,FL
1674478666000,10,17,SV
1674480061000,14,07,FL
1674480719000,21,14,FL
1674480806000,17,10,SV
1674487167000,21,14,FL
1674487355000,14,21,FL
1674487484000,10,17,SV
1674487700000,21,14,FL
1674489486000,20L,02R,RJ
1674489614000,14,21,FL
1674489642000,34,13,CF
1674489913000,35L,30,SP
1674489961000,20L,21,RJ
1674490956000,33,15,KP
1674491954000,17,10,SV
1674481226000,10,17,SV
1674481995000,17,10,SV
1674482098000,14,21,FL
1674482150000,10,17,SV
1674492371000,10,17,SV
1674497451000,33,35L,KP
1674492541000,14,23,FL
1674497530000,17,10,SV
1674497865000,28L,34,GR
1674493695000,14,07,FL
1674493818000,17,34,SV
1674494199000,17,10,SV
1674497967000,10,17,SV
1674498206000,17,10,SV
1674494441000,10,17,SV
1674494750000,21,14,FL
1674494827000,35L,13,SP
1674499078000,21,14,FL
1674499260000,10,17,SV
1674499265000,15,33,KP
1674499752000,03,21,FL
1674500622000,14,03,FL
1674500976000,15,32,KP
1674501371000,20L,28,RJ
1674502507000,20L,28,RJ
1674503990000,02R,20L,RJ
1674504968000,33,15,CT
1674505336000,15,33,CT
1674505552000,33,15,CT
1674505678000,02R,29R,RJ
1674505744000,29R,02R,BR
1674505799000,15,33,CT
1674506276000,28,08,GL
1674506408000,29R,12,BR
1674506602000,15,30,KP
1674507383000,10R,28L,GR
1674508360000,21,14,FL
1674508731000,10R,29,GR
1674508915000,14,21,FL
1674511447000,10,28,GL
1674514045000,15,34,KP
1674515474000,32,14,FL
