hora,nova_cabeceira,antiga_cabeceira,aero
1664020256000,15,22,CT
1664030481000,17,10,SV
1664022015000,17,10,SV
1664022024000,10,17,SV
1663981728000,17,10,SV
1663981879000,15,21,GL
1663982099000,10,17,SV
1663982217000,15,23,GL
1663982412000,17,10,SV
1663983126000,10,17,SV
1664031754000,14,21,FL
1663987841000,33,15,GL
1663992204000,17,10,SV
1663992959000,10,17,SV
1664023938000,17,10,SV
1664024054000,03,32,FL
1664025043000,32,03,FL
1664025203000,15,33,KP
1663998142000,17,10,SV
1664001455000,15,33,GL
1664003372000,33,15,GL
1664032998000,18,12,RF
1664010005000,10,17,SV
1664010895000,02R,20L,RJ
1664013752000,18,10,RF
1664014321000,29,11,PA
1664016286000,17,10,SV
1664016632000,10,17,SV
1664025498000,10,17,SV
1664025598000,15,33,KP
1664025637000,15,18,CT
1664025740000,17,10,SV
1664026809000,03,32,FL
1664026903000,10,17,SV
1664026957000,32,03,FL
1664017271000,17R,16,SP
1664018269000,15,13,CT
1664018310000,32,14,FL
1664027046000,11L,21,BR
1664033096000,10,17,SV
1664019171000,17,10,SV
1664033921000,17,10,SV
1664019651000,15,08,CT
1664020006000,15,33,GL
1664020071000,10,17,SV
1664028602000,20L,02R,RJ
1664036455000,15,33,KP
1664029001000,14,32,FL
1664029101000,15,18,KP
1664029605000,21,14,FL
1664030012000,14,21,FL
1664030206000,21,14,FL
1664042777000,15,08,GL
1664043029000,16,10,CF
1664043359000,17,10,SV
1664036549000,10,17,SV
1664036692000,21,23,FL
1664043916000,20R,21,RJ
1664043953000,17R,12,SP
1664043963000,21,14,FL
1664036975000,34,16,CF
1664037125000,20L,21,RJ
1664037719000,14,21,FL
1664045237000,29,15,CT
1664045462000,17R,12,SP
1664045538000,21,23,FL
1664045605000,15,29,CT
1664045610000,14,21,FL
1664045940000,10,17,SV
1664062384000,14,07,FL
1664037851000,21,14,FL
1664038150000,17,10,SV
1664047002000,21,14,FL
1664047014000,14,25,FL
1664047231000,15,21,GL
1664038354000,10,17,SV
1664047701000,14,21,FL
1664047769000,15,21,GL
1664048087000,17,10,SV
1664048093000,15,08,CT
1664048267000,10,17,SV
1664048847000,16,34,CF
1664038593000,15,08,GL
1664049389000,15,16,KP
1664049424000,15,21,GL
1664038692000,17,10,SV
1664049742000,21,14,FL
1664038813000,10,17,SV
1664039386000,34,10,CF
1664050260000,14,21,FL
1664050574000,15,23,GL
1664050683000,18,12,RF
1664050730000,15,21,GL
1664051087000,03,14,FL
1664051107000,17,10,SV
1664051416000,10,17,SV
1664052084000,14,03,FL
1664052254000,15,23,GL
1664052266000,21,14,FL
1664052414000,21,14,FL
1664052966000,15,12,KP
1664053101000,14,21,FL
1664054675000,18,11R,RF
1664054881000,11L,18,BR
1664055918000,21,14,FL
1664039451000,15,16,CT
1664040009000,17,10,SV
1664040176000,21,15,FL
1664040194000,10,17,SV
1664040638000,14,21,FL
1664040648000,34,13,CF
1664040737000,11,29,PA
1664041496000,15,08,GL
1664041551000,15,23,GL
1664042017000,16,34,CF
