hora,nova_cabeceira,antiga_cabeceira,aero
1676246849000,14,21,FL
1676247949000,15,33,KP
1676249610000,17L,35L,SP
1676249667000,35L,17L,SP
1676295122000,03,32,FL
1676295773000,20L,21,RJ
1676295829000,34,16,CF
1676295921000,33,29,CT
1676296104000,33,15,KP
1676296107000,32,03,FL
1676296313000,11,33,CT
1676296344000,17,10,SV
1676296406000,03,32,FL
1676251007000,17,10,SV
1676251499000,10,17,SV
1676256305000,17,10,SV
1676257163000,10,17,SV
1676259251000,33,15,KP
1676296650000,33,11,CT
1676296667000,32,03,FL
1676296758000,10,17,SV
1676296901000,33,36,KP
1676297084000,33,36,KP
1676297584000,32,07,FL
1676273915000,15,33,KP
1676279129000,02R,20L,RJ
1676279650000,17,10,SV
1676280466000,15,02,GL
1676282340000,02R,23,RJ
1676282581000,02R,21,RJ
1676283401000,32,14,FL
1676299138000,17,10,SV
1676284485000,10,17,SV
1676299784000,10,17,SV
1676284641000,15,21,GL
1676284899000,17,10,SV
1676285516000,15,21,GL
1676285535000,15,08,GL
1676300385000,20L,26,RJ
1676301196000,28L,10R,GR
1676301300000,17,10,SV
1676301608000,10,17,SV
1676301856000,03,32,FL
1676302018000,29,33,CT
1676302466000,17,10,SV
1676302628000,10,17,SV
1676303239000,17,10,SV
1676303795000,10,17,SV
1676304147000,32,03,FL
1676305149000,03,32,FL
1676305877000,32,03,FL
1676306042000,17,10,SV
1676306595000,03,32,FL
1676306800000,10,17,SV
1676286422000,10,17,SV
1676286869000,15,02R,KP
1676287242000,02R,15,RJ
1676289501000,10,15,SV
1676289803000,11,13,PA
1676290383000,16,07,CF
1676291044000,33,15,CT
1676291161000,29,11,PA
1676292124000,03,32,FL
1676293401000,20L,02R,RJ
1676293816000,17,10,SV
1676307569000,32,03,FL
1676293956000,10,17,SV
1676309382000,11R,32,BR
1676294061000,03,25,FL
1676294353000,32,03,FL
1676294534000,29,33,CT
1676310609000,21,32,FL
1676310753000,11R,24R,BR
1676310890000,17,10,SV
1676311879000,32,21,FL
1676312022000,10,17,SV
1676312293000,17,10,SV
1676314277000,03,32,FL
1676314887000,10,17,SV
1676315651000,32,03,FL
1676316703000,03,32,FL
1676317170000,32,03,FL
1676317578000,15,33,CT
1676318199000,15,21,GL
1676318217000,17,10,SV
1676318365000,10,17,SV
1676320975000,17R,35L,SP
1676321363000,10,14,SV
1676321403000,17,10,SV
1676321667000,10,17,SV
1676322132000,10R,28L,GR
1676322219000,03,05,FL
1676322600000,32,03,FL
1676323061000,03,32,FL
1676323371000,32,03,FL
1676323735000,11,29,PA
1676324104000,17,10,SV
1676324883000,10,17,SV
1676325283000,03,32,FL
1676325388000,17,10,SV
1676325999000,10,17,SV
1676326520000,15,33,KP
1676327643000,21,03,FL
1676327684000,15,34,KP
1676328013000,32,21,FL
1676328173000,16,34,CF
1676330735000,02R,20L,RJ
