hora,nova_cabeceira,antiga_cabeceira,aero
1675999826000,32,14,FL
1676002535000,17,10,SV
1676002794000,11,15,CT
1676016564000,15,11,CT
1676019832000,35L,17R,SP
1676020509000,02R,20L,RJ
1676020767000,15,08,GL
1676020841000,10,17,SV
1676021219000,33,15,CT
1676026662000,17,10,SV
1676027033000,10,17,SV
1676035470000,32,25,FL
1676030212000,15,21,GL
1676030644000,33,15,KP
1676030778000,32,17,FL
1676031359000,33,17,KP
1676037263000,17,10,SV
1676032187000,18,15,RF
1676032277000,35L,17,SP
1676033741000,17,10,SV
1676037301000,20L,02R,RJ
1676034169000,10,17,SV
1676037608000,10,17,SV
1675987860000,15,21,GL
1675989094000,14,32,FL
1676038935000,03,32,FL
1675994384000,16,02,CF
1676062406000,15,33,GL
1676062939000,11,13,PA
1676064033000,33,15,GL
1676064554000,17,10,SV
1676064869000,10,17,SV
1676048306000,11,29,PA
1676048569000,15,26,GL
1676048603000,03,07,FL
1676049376000,17L,35L,SP
1676049504000,32,03,FL
1676065256000,17,10,SV
1676065550000,10,17,SV
1676049966000,15,33,CT
1676039042000,28L,10R,GR
1676039385000,17,10,SV
1676050715000,11L,15,BR
1676067500000,17,10,SV
1676067690000,28,33,GL
1676039749000,35L,30,SP
1676068023000,10,17,SV
1676051541000,17,10,SV
1676040131000,21,03,FL
1676052388000,33,17,KP
1676069748000,17,10,SV
1676070598000,10,17,SV
1676070703000,17,10,SV
1676041078000,03,21,FL
1676053285000,11L,07,BR
1676055234000,10,17,SV
1676041609000,10,17,SV
1676055693000,17,10,SV
1676056225000,10,17,SV
1676056226000,16,34,CF
1676056307000,17,10,SV
1676057351000,10,17,SV
1676041658000,32,03,FL
1676041797000,17,10,SV
1676057891000,17,10,SV
1676042695000,10,17,SV
1676058168000,10,17,SV
1676058216000,10R,28L,GR
1676058925000,15,33,KP
1676059001000,17,10,SV
1676059285000,33,15,GL
1676059287000,10,17,SV
1676042837000,33,07,KP
1676043096000,18,13,RF
1676061208000,15,33,GL
1676061720000,33,15,GL
1676043220000,17,10,SV
1676062133000,02R,20L,RJ
1676043298000,29,06,PA
1676043376000,10,17,SV
1676044230000,17,10,SV
1676044329000,29,11,PA
1676044882000,10,17,SV
1676045012000,18,15,RF
1676045112000,17,10,SV
1676045971000,34,16,CF
1676046403000,10,17,SV
