hora,nova_cabeceira,antiga_cabeceira,aero
1668989487000,02R,20L,RJ
1668997920000,17,10,SV
1668998217000,10,17,SV
1669024470000,15,10,GL
1669033063000,35L,17L,SP
1669033977000,33,15,KP
1669026372000,17,10,SV
1669034760000,03,32,FL
1669035458000,33,07,KP
1669035971000,02R,21,RJ
1669028381000,10,17,SV
1669029186000,11L,15,BR
1669030389000,15,21,GL
1669036011000,17,10,SV
1669036203000,32,03,FL
1669036449000,10,17,SV
1669047207000,02R,20L,RJ
1669037473000,33,36,KP
1669037503000,17,10,SV
1669037583000,20L,02R,RJ
1669037795000,10,17,SV
1669031313000,15,36,CT
1669031874000,29,11,PA
1669047397000,20L,02R,RJ
1669038383000,17,10,SV
1669038552000,10,17,SV
1669047864000,17,10,SV
1669038849000,15,08,GL
1669048137000,10,17,SV
1669039094000,33,01,KP
1669048285000,18,12,RF
1669040010000,10R,16,GR
1669063394000,32,21,FL
1669063647000,02R,20L,RJ
1669063665000,03,32,FL
1669048404000,17R,35R,SP
1669049408000,17,10,SV
1669064284000,17,10,SV
1669065237000,32,03,FL
1669065468000,10,17,SV
1669065493000,03,32,FL
1669041071000,15,05,GL
1669041544000,03,32,FL
1669041674000,20L,21,RJ
1669042139000,15,36,CT
1669065826000,11R,29R,BR
1669066274000,32,03,FL
1669042281000,32,03,FL
1669067089000,32,07,FL
1669067131000,17R,12,SP
1669049551000,15,21,GL
1669042586000,32,31,FL
1669049853000,10,17,SV
1669069019000,17,10,SV
1669069113000,10R,11,GR
1669069224000,32,07,FL
1669069289000,10,17,SV
1669043737000,17,10,SV
1669050362000,17,10,SV
1669044500000,10,17,SV
1669071493000,02R,21,RJ
1669071583000,32,11,FL
1669050526000,10,17,SV
1669051622000,03,32,FL
1669051912000,17,10,SV
1669052375000,32,03,FL
1669052588000,10,17,SV
1669052708000,15,33,KP
1669052901000,32,15,FL
1669053464000,17,10,SV
1669055005000,15,18,KP
1669056940000,10,17,SV
1669057233000,15,05,GL
1669057294000,17,10,SV
1669058375000,02R,20L,RJ
1669058565000,10,17,SV
1669060149000,20L,02R,RJ
1669060151000,15,01,KP
1669060374000,29R,11L,BR
1669061003000,18,21,RF
1669061470000,15,36,CT
1669061814000,20L,21,RJ
1669063176000,21,32,FL
