hora,nova_cabeceira,antiga_cabeceira,aero
1680690862000,15,21,GL
1680690945000,11L,34,BR
1680691080000,14,25,FL
1680691412000,15,17,KP
1680692214000,15,21,GL
1680692754000,17,10,SV
1680693043000,15,24,KP
1680693460000,10,17,SV
1680693464000,15,21,GL
1680693886000,16,14,CF
1680694449000,15,21,GL
1680694756000,15,12,KP
1680695292000,17L,05,SP
1680696218000,32,14,FL
1680696261000,17,10,SV
1680696420000,15,21,GL
1680696433000,15,21,GL
1680696641000,10,17,SV
1680698712000,17,10,SV
1680653546000,10,17,SV
1680698969000,10,17,SV
1680699705000,15,17,KP
1680663117000,10,06,SV
1680672191000,17,10,SV
1680681415000,10,17,SV
1680700459000,02R,13,RJ
1680700547000,17,10,SV
1680700586000,15,02L,GL
1680700595000,15,16,KP
1680700703000,02R,15,RJ
1680700948000,10,17,SV
1680701025000,14,32,FL
1680701111000,15,33,KP
1680684427000,15,10R,CT
1680684461000,10R,15,GR
1680686528000,14,25,FL
1680687141000,11R,02R,BR
1680687575000,02R,11R,RJ
1680687658000,18,15,RF
1680688119000,15,24,KP
1680688488000,32,14,FL
1680688681000,15,12,KP
1680689211000,15,21,GL
1680689483000,17R,11,SP
1680689856000,11,17R,PA
1680703042000,14,07,FL
1680703055000,11L,06L,BR
1680701887000,02R,20L,RJ
1680702022000,14,23,FL
1680702082000,17R,12,SP
1680702925000,17,10,SV
1680703392000,02R,21,RJ
1680703854000,10,17,SV
1680704348000,15,21,GL
1680714945000,17,10,SV
1680715157000,10,17,SV
1680715232000,17,10,SV
1680715435000,10,17,SV
1680705140000,20L,08,RJ
1680715780000,15,21,GL
1680715815000,17R,12,SP
1680715865000,17,10,SV
1680715898000,15,08,CT
1680706228000,11R,32,BR
1680706632000,17,10,SV
1680706771000,10,17,SV
1680716632000,11,15,CT
1680717137000,15,08,CT
1680707010000,15,21,GL
1680717392000,15,21,GL
1680707308000,14,23,FL
1680726894000,15,21,KP
1680708188000,17,10,SV
1680727056000,18,15,RF
1680718457000,10,17,SV
1680727148000,15,21,GL
1680718565000,15,26,CT
1680709033000,10,17,SV
1680727516000,29L,11R,BR
1680709730000,17,10,SV
1680719296000,15,18,KP
1680727879000,20L,24,RJ
1680710409000,10,17,SV
1680727920000,10,17,SV
1680720128000,10,17,SV
1680720409000,15,18,KP
1680711463000,15,21,GL
1680711468000,15,08,GL
1680728509000,15,18,CT
1680711813000,15,08,CT
1680711982000,15,08,GL
1680720755000,11R,06L,BR
1680720970000,15,11,CT
1680729113000,17,10,SV
1680721380000,17,10,SV
1680721575000,10,17,SV
1680712347000,15,13,KP
1680712559000,17R,33,SP
1680712691000,21,14,FL
1680729352000,21,14,FL
1680713363000,14,21,FL
1680722586000,15,34,KP
1680731096000,10,17,SV
1680723469000,17,10,SV
1680713912000,15,08,CT
1680714007000,10,11,SV
1680714076000,15,21,GL
1680723868000,10,17,SV
1680731362000,10L,15,GR
1680732156000,14,21,FL
1680732381000,17,10,SV
1680732591000,10,17,SV
1680733834000,11R,29L,BR
1680725615000,17,10,SV
1680725669000,15,21,KP
1680725969000,20L,21,RJ
1680736582000,17,10,SV
1680739084000,10,17,SV
