hora,nova_cabeceira,antiga_cabeceira,aero
1677111847000,10,17,SV
1677112307000,02R,20L,RJ
1677115211000,11R,29R,BR
1677115238000,20L,02R,RJ
1677119183000,32,14,FL
1677126058000,28R,10L,GR
1677126588000,10L,28R,GR
1677127316000,28R,10L,GR
1677127817000,10L,28R,GR
1677129549000,28R,10L,GR
1677129962000,10L,28R,GR
1677131941000,28R,10L,GR
1677132633000,17,10,SV
1677133261000,10L,28R,GR
1677136081000,10,17,SV
1677139130000,17,10,SV
1677139883000,11L,18,BR
1677143264000,10,17,SV
1677143733000,02R,20L,RJ
1677144748000,15,21,GL
1677145825000,33,15,CT
1677147562000,21,32,FL
1677147705000,15,21,GL
1677148261000,15,08,GL
1677148723000,32,21,FL
1677148992000,03,32,FL
1677149238000,15,03,GL
1677149864000,17,10,SV
1677150263000,21,07,FL
1677150338000,10,17,SV
1677151559000,17,10,SV
1677151674000,32,03,FL
1677151862000,10,17,SV
1677152320000,02R,03,RJ
1677152327000,02R,05,RJ
1677153966000,32,21,FL
1677154579000,15,03,KP
1677156536000,03,32,FL
1677155168000,15,34,KP
1677156628000,15,08,GL
1677156222000,17,05,SV
1677156858000,10,17,SV
1677157044000,15,33,KP
1677156362000,17,10,SV
1677157316000,15,12,KP
1677157632000,02R,21,RJ
1677158310000,15,21,KP
1677167087000,17,10,SV
1677167338000,10,17,SV
1677167489000,03,32,FL
1677158737000,32,03,FL
1677167685000,14,03,FL
1677168043000,33,15,KP
1677168143000,28L,10R,GR
1677168582000,16,34,CF
1677177827000,14,32,FL
1677178283000,29R,19,BR
1677168906000,32,14,FL
1677178471000,10,17,SV
1677169158000,17,10,SV
1677158873000,33,15,KP
1677169413000,10,17,SV
1677178646000,15,21,GL
1677158914000,03,32,FL
1677158956000,17,10,SV
1677159702000,32,03,FL
1677179867000,17,10,SV
1677182988000,16,34,CF
1677183360000,10,17,SV
1677183456000,17,10,SV
1677183473000,10R,28L,GR
1677170606000,11L,14,BR
1677170759000,11,12,PA
1677170793000,14,32,FL
1677171091000,32,14,FL
1677171211000,15,05,GL
1677171469000,17,10,SV
1677171655000,10,17,SV
1677171677000,29,11,PA
1677171921000,17,10,SV
1677172058000,10,17,SV
1677172169000,11L,14,BR
1677172358000,17R,35R,SP
1677172871000,34,16,CF
1677173119000,29R,32,BR
1677173487000,15,23,GL
1677173997000,29R,32,BR
1677174101000,29R,15,BR
1677174296000,29R,32,BR
1677174411000,03,07,FL
1677174610000,15,08,GL
1677174867000,17,10,SV
1677183690000,10,17,SV
1677184300000,14,32,FL
1677184844000,15,33,KP
1677185536000,15,21,GL
1677185614000,11,29,PA
1677185963000,11L,29R,BR
1677159925000,10,17,SV
1677186841000,17,10,SV
1677187094000,10,17,SV
1677160691000,18,15,RF
1677187677000,11L,14,BR
1677188901000,21,14,FL
1677189007000,14,21,FL
1677160737000,17,10,SV
1677192651000,15,33,CT
1677161047000,10,17,SV
1677195394000,17R,11R,SP
1677196120000,11R,17R,BR
1677196410000,02R,20L,RJ
1677162507000,15,05,GL
1677162585000,21,32,FL
1677162619000,17,10,SV
1677162810000,20L,02R,RJ
1677163269000,32,21,FL
1677163397000,10,17,SV
1677163539000,17,10,SV
1677163610000,11,13,PA
1677164319000,20R,21,RJ
1677164828000,11L,21,BR
1677165065000,35L,17R,SP
1677165479000,10,17,SV
1677166254000,32,21,FL
