hora,nova_cabeceira,antiga_cabeceira,aero
1681814699000,15,26,GL
1681814728000,15,03,GL
1681815845000,11L,08,BR
1681815972000,29,11,PA
1681776037000,02R,20L,RJ
1681816004000,14,32,FL
1681816342000,10,17,SV
1681777317000,10,17,SV
1681777735000,15,33,KP
1681816381000,15,21,GL
1681781365000,16,34,CF
1681816384000,15,08,GL
1681818118000,33,18,KP
1681784471000,17,10,SV
1681784530000,14,25,FL
1681785062000,10,17,SV
1681786267000,11L,29L,BR
1681802710000,28L,10R,GR
1681830361000,17,10,SV
1681831514000,10,17,SV
1681832029000,20L,21,RJ
1681804033000,33,15,KP
1681818118000,16,04,CF
1681808871000,15,33,CT
1681833486000,29L,11R,BR
1681811727000,17,10,SV
1681811866000,11L,32,BR
1681833573000,35L,16,SP
1681812001000,15,21,GL
1681818382000,17,10,SV
1681812303000,32,14,FL
1681812376000,11R,09,BR
1681812426000,16,13,CF
1681834338000,34,31,CF
1681812908000,33,11R,KP
1681818563000,18,33,RF
1681835564000,17,10,SV
1681819525000,15,03,GL
1681835662000,10,17,SV
1681835833000,17,10,SV
1681836035000,10,17,SV
1681819737000,10,17,SV
1681836694000,17,10,SV
1681844042000,02R,20L,RJ
1681844229000,14,07,FL
1681820247000,33,12,KP
1681844480000,14,07,FL
1681836815000,10,17,SV
1681837479000,15,08,GL
1681844855000,02R,27,RJ
1681844984000,14,07,FL
1681845037000,17,10,SV
1681845073000,34,07,CF
1681820327000,34,16,CF
1681845240000,28L,15,GR
1681845268000,28L,01,GR
1681821032000,33,15,CT
1681838837000,29,12,PA
1681839020000,17,10,SV
1681839117000,29L,32,BR
1681821284000,15,33,CT
1681821569000,33,15,CT
1681839807000,10,17,SV
1681847104000,10,17,SV
1681823547000,33,32,KP
1681848014000,21,14,FL
1681848825000,34,04,CF
1681841120000,15,21,GL
1681841367000,03,14,FL
1681841371000,14,03,FL
1681841396000,29L,24R,BR
1681849917000,14,21,FL
1681824120000,17,10,SV
1681850227000,17,10,SV
1681850712000,03,14,FL
1681851135000,34,12,CF
1681851193000,15,03,GL
1681851388000,10,17,SV
1681842750000,34,31,CF
1681842763000,33,30,KP
1681851550000,14,03,FL
1681824354000,35,17,SV
1681824841000,20L,02R,RJ
1681825030000,10,35,SV
1681826088000,15,33,CT
1681853500000,15,26,GL
1681853847000,14,07,FL
1681855853000,33,35L,KP
1681855865000,35L,33,SP
1681858129000,15,05,GL
1681859575000,17,10,SV
1681860281000,10,17,SV
1681862005000,02R,15,RJ
1681826262000,17,10,SV
1681826558000,10,17,SV
1681827315000,34,13,CF
1681827692000,35L,16,SP
1681827747000,14,25,FL
1681829440000,33,15,KP
1681829596000,11L,27,BR
1681830030000,11R,09,BR
