hora,nova_cabeceira,antiga_cabeceira,aero
1675123414000,17,10,SV
1675123836000,32,14,FL
1675124097000,20L,02R,RJ
1675124665000,10,17,SV
1675124806000,02R,20L,RJ
1675125007000,20L,02R,RJ
1675126203000,11,13,PA
1675129345000,17,10,SV
1675130353000,10,17,SV
1675131585000,33,15,CT
1675133926000,15,33,GL
1675134741000,17,10,SV
1675135135000,10,17,SV
1675155777000,35L,17L,SP
1675156028000,02R,20L,RJ
1675156760000,33,15,KP
1675166047000,35L,25,SP
1675166328000,02R,21,RJ
1675167623000,29,11,PA
1675168210000,29,05,PA
1675163002000,15,08,GL
1675163131000,17,10,SV
1675163521000,15,21,GL
1675164159000,10,17,SV
1675169664000,03,32,FL
1675169681000,17,10,SV
1675164650000,10R,17,GR
1675170214000,10,17,SV
1675170676000,32,11,FL
1675171532000,32,14,FL
1675171632000,28L,16,GR
1675192876000,14,21,FL
1675172300000,28L,10R,GR
1675194118000,11,29,PA
1675172686000,03,32,FL
1675194723000,17,10,SV
1675173740000,32,03,FL
1675179521000,10,17,SV
1675179754000,17,10,SV
1675179915000,10,17,SV
1675180143000,17,10,SV
1675195190000,10,17,SV
1675195281000,11R,10,BR
1675195816000,17R,35L,SP
1675180730000,11L,32,BR
1675180795000,10,17,SV
1675175189000,29,02R,PA
1675175454000,03,25,FL
1675175480000,02R,29,RJ
1675181475000,20L,02R,RJ
1675176305000,32,15,FL
1675195882000,17,10,SV
1675181844000,32,25,FL
1675196207000,10,17,SV
1675182540000,03,32,FL
1675176749000,33,17R,KP
1675197243000,29,33,CT
1675177208000,17,10,SV
1675177947000,15,05,GL
1675183247000,17,10,SV
1675183472000,10,17,SV
1675197484000,33,29,CT
1675197705000,15,08,GL
1675183768000,16,13,CF
1675198163000,17,10,SV
1675184526000,32,03,FL
1675198523000,10,17,SV
1675184981000,32,25,FL
1675185012000,29,12,PA
1675185175000,29,31,PA
1675186118000,15,03,GL
1675186561000,15,26,GL
1675198709000,21,32,FL
1675198965000,17,10,SV
1675187495000,17,10,SV
1675188286000,10,17,SV
1675199114000,10,17,SV
1675188509000,32,07,FL
1675199142000,15,08,GL
1675189105000,11R,35,BR
1675199317000,32,14,FL
1675199437000,10,11,SV
1675190558000,14,07,FL
1675199805000,33,17R,KP
1675191004000,33,36,KP
1675191234000,33,32,KP
1675199817000,17R,33,SP
1675191518000,21,14,FL
1675191802000,14,21,FL
1675200198000,17R,18,SP
1675191944000,20L,02R,RJ
1675192003000,03,14,FL
1675192133000,14,03,FL
1675192330000,21,14,FL
1675202518000,10R,28L,GR
1675202648000,15,33,KP
1675203527000,11,13,PA
1675204882000,15,16,GL
1675206655000,33,15,KP
1675206821000,15,33,KP
1675207065000,02R,20L,RJ
1675207726000,33,15,KP
1675208350000,17,10,SV
1675209412000,15,33,CT
