hora,nova_cabeceira,antiga_cabeceira,aero
1679964244000,17,10,SV
1679965120000,10,17,SV
1679973383000,15,33,KP
1679974102000,17,10,SV
1679977580000,10,17,SV
1680013705000,17,10,SV
1680013892000,32,05,FL
1679994712000,32,14,FL
1679995131000,18,15,RF
1679995737000,17R,12,SP
1680015230000,10,17,SV
1679999239000,15,21,GL
1679999240000,02R,21,RJ
1679999720000,15,26,GL
1680016548000,20L,02R,RJ
1679999853000,10R,17,GR
1680017024000,17,10,SV
1680000341000,15,21,GL
1680027456000,15,12,KP
1680000538000,15,10R,KP
1680000600000,10R,15,GR
1680018172000,15,07,CT
1680018460000,10,17,SV
1680019568000,15,33,KP
1680020159000,17,10,SV
1680020556000,11R,26,BR
1680020660000,10,17,SV
1680021330000,17R,11,SP
1680021544000,11,17R,PA
1680021754000,17,10,SV
1680021912000,32,05,FL
1680022082000,10,17,SV
1680022148000,15,23,GL
1680022717000,15,09,GL
1680022787000,32,13,FL
1680023532000,10,15,SV
1680002809000,11L,34,BR
1680008629000,17,10,SV
1680008837000,32,05,FL
1680009081000,32,05,FL
1680009411000,15,35,KP
1680024219000,16,13,CF
1680024223000,17,10,SV
1680010087000,10,17,SV
1680010153000,15,21,GL
1680028022000,10,17,SV
1680024920000,10,17,SV
1680025290000,17,10,SV
1680029721000,29,18,CT
1680025943000,11R,32,BR
1680026069000,15,26,GL
1680026543000,11,15,CT
1680027080000,15,11,CT
1680011707000,17,10,SV
1680011875000,10,17,SV
1680012598000,15,21,GL
1680029786000,15,21,GL
1680029794000,15,26,GL
1680029889000,17,10,SV
1680030008000,10,17,SV
1680030380000,18,21,RF
1680031941000,17,10,SV
1680044472000,15,08,GL
1680032081000,10,17,SV
1680033406000,17,10,SV
1680033818000,21,32,FL
1680033949000,10,17,SV
1680033997000,15,12,KP
1680034211000,15,18,KP
1680034480000,35,10,SV
1680034592000,32,21,FL
1680034662000,17,35,SV
1680034797000,11,15,CT
1680034925000,15,23,GL
1680035619000,10,17,SV
1680035825000,15,11,CT
1680036086000,15,33,KP
1680036240000,15,12,KP
1680036995000,15,21,GL
1680037681000,17,10,SV
1680037996000,15,21,GL
1680039376000,10,17,SV
1680040026000,15,21,GL
1680040221000,32,07,FL
