hora,nova_cabeceira,antiga_cabeceira,aero
1663068963000,32,14,FL
1663069366000,17,10,SV
1663069701000,02R,20L,RJ
1663070253000,10,17,SV
1663070627000,15,08,GL
1663071533000,10L,02,GR
1663071795000,15,28,KP
1663072125000,17,10,SV
1663072519000,10,17,SV
1663079564000,34,16,CF
1663080266000,14,21,FL
1663072884000,20L,02R,RJ
1663073115000,17,10,SV
1663081132000,17,10,SV
1663073314000,10,17,SV
1663074221000,35L,17R,SP
1663074225000,15,21,GL
1663074445000,17,10,SV
1663075115000,10,17,SV
1663075200000,15,36,GL
1663075869000,35L,16,SP
1663075953000,17,10,SV
1663076351000,03,32,FL
1663081703000,33,36,CT
1663082526000,15,27,GL
1663083015000,21,14,FL
1663083442000,10,17,SV
1663083819000,17,10,SV
1663084083000,10,17,SV
1663084295000,11L,32,BR
1663084998000,14,21,FL
1663085825000,21,14,FL
1663076841000,15,08,GL
1663076923000,10,17,SV
1663077199000,15,36,GL
1663077680000,10,14,SV
1663077683000,03,15,FL
1663086129000,21,25,FL
1663086417000,17,10,SV
1663087279000,10,17,SV
1663078089000,21,03,FL
1663087486000,29L,11R,BR
1663088158000,02R,20L,RJ
1663088260000,17,10,SV
1663088350000,10,17,SV
1663088781000,17,10,SV
1663078616000,17,12,SV
1663078782000,20L,21,RJ
1663089173000,10,17,SV
1663079289000,10,17,SV
1663089704000,14,21,FL
1663089860000,17,10,SV
1663089984000,10,17,SV
1663090277000,21,14,FL
1663090879000,14,21,FL
1663090963000,17,10,SV
1663091267000,10,17,SV
1663091923000,18,15,RF
1663091982000,20L,02R,RJ
1663092308000,17,10,SV
1663092356000,02R,20L,RJ
1663092932000,34,13,CF
1663093162000,33,36,KP
1663029547000,02R,20L,RJ
1663092646000,11L,29L,BR
1663092822000,33,15,KP
1663031869000,17,10,SV
1663033098000,10,17,SV
1663036365000,15,07,KP
1663094844000,21,14,FL
1663094956000,02R,03,RJ
1663038099000,15,33,KP
1663059301000,29,11,PA
1663095362000,28L,10R,GR
1663095398000,10,12,SV
1663104774000,15,33,KP
1663104814000,10,17,SV
1663104949000,15,21,GL
1663104965000,17,10,SV
1663105295000,10,17,SV
1663060594000,20L,02R,RJ
1663095986000,10,12,SV
1663096066000,18,16L,RF
1663107190000,21,07,FL
1663061411000,15,08,GL
1663107306000,14,21,FL
1663096643000,17,10,SV
1663061420000,15,08,GL
1663109336000,17,10,SV
1663062778000,33,15,CT
1663110434000,15,33,CT
1663111948000,10,17,SV
1663097483000,10,17,SV
1663097940000,21,07,FL
1663112343000,02R,20L,RJ
1663065210000,14,32,FL
1663113556000,17,10,SV
1663098162000,14,21,FL
1663098302000,17,10,SV
1663099062000,10,17,SV
1663099179000,17,10,SV
1663099942000,35R,17,SP
1663100340000,21,14,FL
1663100436000,10,17,SV
1663065237000,17,10,SV
1663101258000,02R,09,RJ
1663101318000,17,10,SV
1663065734000,15,23,GL
1663101412000,14,21,FL
1663066329000,15,21,GL
1663102227000,20L,02R,RJ
1663102471000,11,29,PA
1663067150000,10,17,SV
1663103741000,10,17,SV
1663103890000,16,34,CF
1663104409000,10R,28L,GR
1663104526000,17,10,SV
1663104671000,21,14,FL
1663067618000,17,10,SV
1663068045000,10,17,SV
