hora,nova_cabeceira,antiga_cabeceira,aero
1670905635000,17,10,SV
1670907026000,10,17,SV
1670917084000,15,33,KP
1670920785000,29,11,PA
1670921105000,36,18,RF
1670921191000,15,33,CT
1670921756000,34,16,CF
1670922676000,02R,20L,RJ
1670923107000,33,15,KP
1670890135000,15,26,GL
1670890424000,10,17,SV
1670892535000,14,32,FL
1670894577000,17,10,SV
1670895572000,10,17,SV
1670923379000,15,08,GL
1670926269000,33,11,KP
1670926378000,33,26,GL
1670927213000,18,36,RF
1670927460000,33,15,GL
1670927566000,17,10,SV
1670897755000,16,34,CF
1670928480000,17R,35L,SP
1670928522000,33,15,GL
1670928729000,10,17,SV
1670942386000,33,15,KP
1670942513000,15,33,KP
1670943124000,14,07,FL
1670943354000,17,10,SV
1670943754000,10,17,SV
1670931812000,34,04,CF
1670932074000,34,13,CF
1670932132000,33,18,KP
1670932489000,18,33,RF
1670944013000,17,10,SV
1670944067000,15,33,GL
1670944124000,29,11,PA
1670944450000,21,14,FL
1670933331000,17,10,SV
1670933857000,10,17,SV
1670934874000,29R,17,BR
1670934885000,35L,17R,SP
1670935342000,21,14,FL
1670935491000,20L,02R,RJ
1670935746000,14,05,FL
1670935879000,14,21,FL
1670935942000,17R,35L,SP
1670936007000,21,14,FL
1670936340000,15,33,KP
1670936725000,17R,20L,SP
1670946067000,10,17,SV
1670946160000,17L,35L,SP
1670946423000,14,21,FL
1670946560000,17,10,SV
1670946717000,10,17,SV
1670946962000,17,10,SV
1670947170000,10,17,SV
1670947226000,17,10,SV
1670947571000,10,17,SV
1670948237000,21,07,FL
1670949018000,20L,18,RJ
1670949786000,20L,10,RJ
1670949956000,10,20L,SV
1670949981000,18,20L,RF
1670950650000,17,10,SV
1670950752000,14,07,FL
1670950796000,14,21,FL
1670950921000,10,17,SV
1670951203000,02R,15,RJ
1670951210000,02R,10,RJ
1670951229000,10,02R,SV
1670951285000,02R,20L,RJ
1670951503000,11,12,PA
1670938631000,20L,21,RJ
1670939103000,17,10,SV
1670939798000,14,21,FL
1670939875000,33,15,GL
1670940003000,21,14,FL
1670940373000,10,17,SV
1670941142000,17,10,SV
1670941740000,10,17,SV
1670952257000,20L,02R,RJ
1670942139000,35L,17L,SP
1670942192000,14,15,FL
1670953491000,15,02R,CT
1670955790000,17,10,SV
1670956384000,10,17,SV
1670960583000,16,34,CF
1670957076000,21,14,FL
1670957130000,11,29,PA
1670958205000,14,21,FL
1670961770000,10,17,SV
1670962556000,17,10,SV
1670962769000,10,17,SV
1670960174000,17,10,SV
1670970333000,21,14,FL
1670970457000,17,10,SV
1670970893000,10R,28L,GR
1670971066000,10,17,SV
1670973276000,14,21,FL
1670973938000,17,10,SV
1670975477000,10,17,SV
