hora,nova_cabeceira,antiga_cabeceira,aero
1671019137000,15,18,CT
1671019416000,14,32,FL
1671019900000,36,18,RF
1671020045000,17,10,SV
1670980267000,21,14,FL
1670981580000,14,21,FL
1671030922000,15,21,GL
1670987283000,17,10,SV
1670987298000,11,15,CT
1670987914000,10,17,SV
1670988253000,33,15,GL
1670988585000,15,11,CT
1671005155000,32,14,FL
1671007113000,15,33,GL
1671009922000,36,18,RF
1671020808000,15,08,GL
1671021071000,36,12,RF
1671021225000,10,17,SV
1671021478000,15,20,CT
1671021711000,21,07,FL
1671031558000,15,21,GL
1671022768000,17,10,SV
1671013997000,15,20L,GL
1671014075000,20L,15,RJ
1671014370000,15,08,GL
1671014547000,15,08,GL
1671014694000,17R,21,SP
1671023228000,10,17,SV
1671023765000,14,23,FL
1671014789000,17R,12,SP
1671032006000,21,14,FL
1671015730000,15,23,GL
1671024177000,15,23,GL
1671032443000,14,21,FL
1671024908000,10,17,SV
1671025159000,21,07,FL
1671025382000,15,21,CT
1671017295000,15,17R,KP
1671025575000,21,14,FL
1671032486000,36,18,RF
1671032740000,15,20R,GL
1671026085000,14,21,FL
1671026451000,17,10,SV
1671032967000,20L,15,RJ
1671026588000,20L,08,RJ
1671026671000,10,17,SV
1671033075000,21,14,FL
1671033176000,36,15,RF
1671027289000,15,10,KP
1671033825000,17,10,SV
1671027870000,21,14,FL
1671028032000,17,10,SV
1671033950000,10,17,SV
1671028528000,10R,02,GR
1671034197000,14,21,FL
1671028727000,10,17,SV
1671028736000,14,21,FL
1671044451000,17,10,SV
1671044842000,10,17,SV
1671034429000,17,10,SV
1671034849000,11,15,PA
1671046654000,17,10,SV
1671047061000,15,26,GL
1671034933000,10,17,SV
1671047262000,20L,21,RJ
1671035708000,17,10,SV
1671048602000,10,17,SV
1671048688000,20L,21,RJ
1671048721000,14,05,FL
1671035834000,10,17,SV
1671049584000,15,23,GL
1671049636000,15,10,CT
1671049949000,15,26,GL
1671036627000,17,10,SV
1671036783000,10,17,SV
1671050332000,03,05,FL
1671050471000,14,03,FL
1671050732000,03,14,FL
1671050984000,17,10,SV
1671051467000,10,17,SV
1671051513000,15,12,KP
1671051578000,14,03,FL
1671051861000,15,21,GL
1671053319000,36,17R,RF
1671053377000,17R,36,SP
1671053887000,20L,21,RJ
1671038061000,21,14,FL
1671055238000,11,15,CT
1671055639000,15,11,CT
1671057007000,17,10,SV
1671057253000,10,17,SV
1671060174000,36,16,RF
1671061661000,21,07,FL
1671062390000,14,21,FL
1671039685000,14,05,FL
1671040812000,17,10,SV
1671041210000,15,07,GL
1671041886000,36,10,RF
1671042873000,03,14,FL
1671043100000,14,03,FL
1671043724000,15,19,KP
1671043915000,10,17,SV
