hora,nova_cabeceira,antiga_cabeceira,aero
1664065110000,21,14,FL
1664065178000,17,10,SV
1664065854000,10,17,SV
1664066161000,14,21,FL
1664082786000,17,10,SV
1664094889000,16,10R,CF
1664094980000,10R,16,GR
1664098026000,02R,20L,RJ
1664098822000,32,14,FL
1664102941000,16,13,CF
1664106234000,10,17,SV
1664108059000,18,08,RF
1664108478000,20L,02R,RJ
1664108564000,17,10,SV
1664109189000,10,17,SV
1664110035000,16,13,CF
1664111411000,03,05,FL
1664111589000,17,10,SV
1664111600000,32,03,FL
1664111979000,10,17,SV
1664112294000,15,21,GL
1664113216000,17,10,SV
1664113514000,10,17,SV
1664113749000,15,21,GL
1664114165000,20L,21,RJ
1664114244000,15,18,KP
1664114436000,17,10,SV
1664115397000,34,16,CF
1664115548000,17R,21,SP
1664115710000,10,17,SV
1664116099000,17,10,SV
1664116271000,10,17,SV
1664128824000,17R,12,SP
1664130091000,17R,12,SP
1664130358000,03,32,FL
1664131375000,32,03,FL
1664131845000,17R,19,SP
1664133101000,16,34,CF
1664133436000,15,21,GL
1664118911000,11,29,PA
1664118971000,17,10,SV
1664119099000,33,15,CT
1664119369000,10,17,SV
1664119636000,03,32,FL
1664119856000,15,33,CT
1664134201000,15,33,KP
1664134222000,17,10,SV
1664134482000,03,32,FL
1664134513000,10,17,SV
1664120046000,17,10,SV
1664120259000,32,03,FL
1664134617000,32,03,FL
1664135476000,15,33,CT
1664135477000,17,10,SV
1664120963000,33,15,CT
1664121657000,10,17,SV
1664122360000,32,25,FL
1664122784000,03,32,FL
1664135993000,15,17R,KP
1664136476000,10,17,SV
1664136750000,33,15,CT
1664125182000,32,03,FL
1664125186000,17,10,SV
1664138536000,17R,15,SP
1664125313000,10,17,SV
1664138593000,17,10,SV
1664125708000,35,10,SV
1664125783000,10,15,SV
1664126030000,34,13,CF
1664139354000,10,17,SV
1664139376000,15,20L,GL
1664139409000,17,10,SV
1664139480000,15,33,CT
1664126086000,15,14,KP
1664126860000,17R,15,SP
1664127051000,17,10,SV
1664127650000,10,17,SV
1664139824000,20L,15,RJ
1664141145000,10R,17,GR
1664141196000,10,17,SV
1664128551000,17R,16,SP
1664142124000,18,16L,RF
1664146644000,17R,12,SP
1664147597000,17,10,SV
