hora,nova_cabeceira,antiga_cabeceira,aero
1672704100000,35L,17,SP
1672710881000,17,10,SV
1672712087000,10,17,SV
1672713649000,33,15,GL
1672718994000,17,10,SV
1672719198000,10,17,SV
1672724755000,15,33,GL
1672733121000,33,15,CT
1672733754000,29,11,PA
1672736246000,17,10,SV
1672736804000,10,17,SV
1672737356000,15,03,GL
1672738801000,18,15,RF
1672739489000,15,07,GL
1672740936000,33,15,KP
1672740946000,11L,29R,BR
1672753813000,21,14,FL
1672754124000,14,25,FL
1672754173000,17,10,SV
1672743422000,03,32,FL
1672744322000,32,03,FL
1672754442000,10,17,SV
1672754516000,29,11,PA
1672754661000,14,21,FL
1672745642000,15,03,GL
1672755562000,21,14,FL
1672756207000,34,16,CF
1672746399000,11,29,PA
1672746548000,17,10,SV
1672746884000,28L,10R,GR
1672747445000,10,17,SV
1672757587000,33,16,GL
1672758178000,17,10,SV
1672758498000,10,17,SV
1672748812000,14,32,FL
1672748875000,02R,03,RJ
1672750364000,14,25,FL
1672751037000,03,23,FL
1672751700000,35L,17,SP
1672751802000,14,03,FL
1672751973000,35,10,SV
1672752360000,29R,11L,BR
1672752820000,33,15,GL
1672752868000,17,35,SV
1672752869000,33,26,GL
1672761261000,18,12,RF
1672761472000,17,10,SV
1672762852000,10,17,SV
1672763448000,11,29,PA
1672763593000,29,11,PA
1672764085000,21,14,FL
1672764368000,14,21,FL
1672764988000,17,10,SV
1672765175000,10,17,SV
1672752929000,10,17,SV
1672753096000,17,10,SV
1672753311000,10,17,SV
1672779493000,14,21,FL
1672766301000,21,14,FL
1672781222000,33,17,KP
1672766830000,14,21,FL
1672781717000,35L,17,SP
1672768100000,02R,21,RJ
1672768235000,21,14,FL
1672768261000,17,10,SV
1672768830000,10,17,SV
1672768840000,35L,17R,SP
1672768908000,20L,21,RJ
1672769005000,17,10,SV
1672769066000,14,21,FL
1672783033000,02R,03,RJ
1672769708000,20L,02R,RJ
1672784662000,15,03,CT
1672770317000,10,17,SV
1672770332000,11R,29L,BR
1672770704000,11,29,PA
1672786312000,16,34,CF
1672770983000,29L,11R,BR
1672771658000,11R,29L,BR
1672771728000,10,17,SV
1672771900000,17,10,SV
1672771981000,10R,28L,GR
1672772409000,10,17,SV
1672772440000,35L,30,SP
1672773095000,17,10,SV
1672773615000,10,17,SV
1672773722000,17,10,SV
1672774485000,10,17,SV
1672774518000,21,14,FL
1672774587000,15,33,GL
1672775185000,02R,21,RJ
1672775385000,17,10,SV
1672775616000,10,17,SV
1672775737000,14,21,FL
1672775932000,02R,20L,RJ
1672775973000,17,10,SV
1672776050000,33,15,KP
1672776264000,21,14,FL
1672778166000,15,08,GL
1672778370000,15,33,CT
1672778771000,10,17,SV
