hora,nova_cabeceira,antiga_cabeceira,aero
1681605338000,02R,20L,RJ
1681606092000,15,33,KP
1681606552000,17,10,SV
1681606621000,10,17,SV
1681616818000,32,14,FL
1681623855000,17,10,SV
1681631578000,29R,01,BR
1681633163000,10L,18,GR
1681637955000,18,10L,RF
1681640562000,11L,29L,BR
1681645962000,10,17,SV
1681652657000,15,18,KP
1681657762000,17,10,SV
1681652892000,20L,02R,RJ
1681653153000,15,18,KP
1681653547000,32,14,FL
1681658449000,32,05,FL
1681655110000,15,34,KP
1681655297000,20L,23,RJ
1681658652000,29,11,PA
1681676420000,32,07,FL
1681660170000,10,17,SV
1681676656000,10,17,SV
1681676769000,17,10,SV
1681676857000,32,07,FL
1681676954000,15,33,CT
1681677189000,10,17,SV
1681663098000,17,10,SV
1681678037000,10R,01,GR
1681678361000,17,10,SV
1681678686000,10,17,SV
1681678791000,15,20L,GL
1681678818000,20L,15,RJ
1681681107000,17R,23,SP
1681681370000,20L,21,RJ
1681663215000,10,17,SV
1681664228000,17,10,SV
1681664541000,10,17,SV
1681666945000,15,18,KP
1681667130000,33,15,CT
1681669824000,17,10,SV
1681669875000,15,18,KP
1681670213000,10,17,SV
1681670476000,10,21,SV
1681671760000,17,10,SV
1681671873000,10,17,SV
1681672610000,17,10,SV
1681672786000,29L,11L,BR
1681674237000,10,17,SV
1681675533000,11,29,PA
1681675859000,17,10,SV
