hora,nova_cabeceira,antiga_cabeceira,aero
1672878541000,10,17,SV
1672884131000,20L,15,RJ
1672884162000,15,20L,KP
1672898329000,10L,28R,GR
1672899410000,34,16,CF
1672903425000,16,34,CF
1672904632000,11L,29R,BR
1672905653000,34,16,CF
1672907179000,29R,11L,BR
1672911517000,32,14,FL
1672912256000,21,32,FL
1672912992000,32,21,FL
1672913168000,02R,20L,RJ
1672913597000,20L,02R,RJ
1672914472000,17,10,SV
1672914595000,16,34,CF
1672916853000,10,17,SV
1672917130000,14,32,FL
1672917427000,32,14,FL
1672919881000,10,14,SV
1672921464000,17,10,SV
1672921870000,10,17,SV
1672923126000,14,32,FL
1672923313000,29L,25,BR
1672923835000,10,18,SV
1672924106000,17,10,SV
1672924203000,18,10,RF
1672924254000,20L,21,RJ
1672925658000,21,14,FL
1672925984000,14,21,FL
1672926044000,10,17,SV
1672926613000,21,14,FL
1672927238000,14,21,FL
1672948804000,17,10,SV
1672928107000,34,16,CF
1672949037000,10,17,SV
1672951613000,17,10,SV
1672929426000,17,10,SV
1672930729000,20L,21,RJ
1672930872000,21,14,FL
1672930976000,14,21,FL
1672931280000,10,17,SV
1672931322000,21,14,FL
1672931404000,17,10,SV
1672931601000,10,17,SV
1672931910000,17,10,SV
1672951810000,10,17,SV
1672932167000,14,21,FL
1672932238000,10,17,SV
1672932525000,29L,32,BR
1672952081000,14,07,FL
1672933003000,17,10,SV
1672933411000,35,17,SV
1672933608000,10,35,SV
1672952488000,21,14,FL
1672934215000,17,10,SV
1672934231000,21,14,FL
1672934395000,14,21,FL
1672934971000,29,11,PA
1672935208000,18,15,RF
1672952647000,14,21,FL
1672935900000,10R,17,GR
1672936135000,10,17,SV
1672953202000,17,10,SV
1672937495000,11,29,PA
1672937867000,17,10,SV
1672938050000,10,17,SV
1672938822000,11,12,PA
1672938931000,17,10,SV
1672939165000,35,17,SV
1672939260000,10,35,SV
1672940235000,02R,20L,RJ
1672941469000,21,14,FL
1672941542000,17,10,SV
1672941567000,14,21,FL
1672941805000,02R,21,RJ
1672941887000,21,14,FL
1672942676000,10,17,SV
1672942816000,14,21,FL
1672943643000,14,05,FL
1672943672000,20L,02R,RJ
1672943811000,21,14,FL
1672944112000,17,10,SV
1672944901000,33,15,GL
1672945330000,10,17,SV
1672945596000,14,21,FL
1672945861000,21,14,FL
1672946293000,14,21,FL
1672946631000,17,10,SV
1672946855000,21,14,FL
1672946994000,14,21,FL
1672947113000,10,17,SV
1672953864000,10,17,SV
1672947386000,17,10,SV
1672947655000,10,17,SV
1672954461000,21,14,FL
1672955094000,14,21,FL
1672958413000,02R,20L,RJ
1672958929000,11R,29R,BR
1672960203000,28,33,GL
1672960918000,33,28,GL
1672961116000,28,33,GL
1672962782000,17,10,SV
