hora,nova_cabeceira,antiga_cabeceira,aero
1655897789000,15,03,GL
1655898333000,17,10,SV
1655898721000,10,17,SV
1655899339000,02R,03,RJ
1655901178000,18,12,RF
1655901247000,17,10,SV
1655901353000,15,03,GL
1655901522000,10,17,SV
1655901817000,17,10,SV
1655856730000,02R,20L,RJ
1655902051000,10,17,SV
1655857297000,10,17,SV
1655859054000,11,29,PA
1655902137000,15,03,GL
1655911062000,10,17,SV
1655902324000,33,15,KP
1655902395000,15,04,GL
1655859871000,29,11,PA
1655860367000,35L,17,SP
1655860934000,11,29,PA
1655862770000,17,10,SV
1655862802000,29,11,PA
1655863115000,10,17,SV
1655863380000,33,15,CT
1655865272000,11R,06L,BR
1655865788000,17,10,SV
1655866759000,10,17,SV
1655903020000,17,10,SV
1655903163000,10,17,SV
1655903426000,35L,12,SP
1655903459000,33,26,CT
1655884744000,15,33,CT
1655911879000,35L,30,SP
1655887709000,11,29,PA
1655890340000,35L,18,SP
1655890672000,35L,12,SP
1655891130000,15,26,GL
1655891799000,15,21,GL
1655903871000,11,33,CT
1655904122000,33,11,CT
1655912611000,14,32,FL
1655905467000,11,35R,PA
1655905616000,35L,11,SP
1655894146000,15,03,GL
1655895162000,02R,35L,RJ
1655895221000,35L,02R,SP
1655895431000,15,08,GL
1655896455000,33,15,CT
1655897549000,15,11,KP
1655907458000,33,36,CT
1655908023000,18,15,RF
1655908526000,15,03,GL
1655908553000,17,10,SV
1655908848000,10,17,SV
1655909179000,15,03,GL
1655910387000,17,10,SV
1655910912000,33,03,KP
1655912861000,17,10,SV
1655926811000,14,21,FL
1655926825000,28,17,SV
1655913452000,15,26,GL
1655927052000,17,28,SV
1655927286000,28,17,SV
1655913626000,10,17,SV
1655913823000,17,10,SV
1655914481000,27L,09R,GR
1655928866000,33,30,KP
1655914516000,28,17,SV
1655914720000,17,28,SV
1655915463000,28,17,SV
1655930532000,35L,07,SP
1655916125000,17,28,SV
1655931665000,15,21,GL
1655916483000,28,17,SV
1655932424000,09R,27L,GR
1655918452000,11,15,PA
1655933085000,17,28,SV
1655933270000,28,17,SV
1655933475000,29,33,CT
1655933507000,33,29,CT
1655933616000,17,28,SV
1655934223000,28,17,SV
1655936285000,15,33,KP
1655937442000,33,01,KP
1655938756000,35,28,SV
1655938801000,28,35,SV
1655939007000,35L,21,SP
1655939159000,32,14,FL
1655941773000,09R,16,GR
1655919370000,14,07,FL
1655919388000,11L,32,BR
1655919793000,20L,02R,RJ
1655919836000,21,14,FL
1655920299000,17,28,SV
1655920391000,14,21,FL
1655920415000,11L,32,BR
1655920921000,28,17,SV
1655922840000,21,14,FL
1655923320000,17,28,SV
1655924758000,15,23,GL
1655925604000,28,17,SV
1655926649000,17,28,SV
1655926691000,35L,17,SP
