hora,nova_cabeceira,antiga_cabeceira,aero
1666284218000,11,13,PA
1666271861000,02R,15,RJ
1666272105000,11L,18,BR
1666272228000,02R,03,RJ
1666272337000,10,17,SV
1666272364000,32,03,FL
1666224078000,17,10,SV
1666224351000,10,17,SV
1666226064000,17,10,SV
1666226470000,10,17,SV
1666227330000,17,10,SV
1666227537000,10,17,SV
1666232023000,17,10,SV
1666232375000,10,17,SV
1666237926000,17L,35L,SP
1666272441000,17,10,SV
1666272751000,10,17,SV
1666272825000,21,32,FL
1666272849000,18,11L,RF
1666272948000,17R,03,SP
1666273043000,32,21,FL
1666273515000,32,07,FL
1666252622000,33,15,CT
1666253911000,32,14,FL
1666256683000,35L,17L,SP
1666257504000,17,10,SV
1666258677000,15,21,GL
1666259974000,15,08,GL
1666273990000,15,18,KP
1666274050000,03,32,FL
1666284726000,14,32,FL
1666274244000,32,03,FL
1666262658000,15,08,GL
1666262691000,10,17,SV
1666262954000,15,08,GL
1666274761000,20L,02R,RJ
1666284824000,21,14,FL
1666284933000,14,21,FL
1666285642000,21,14,FL
1666275278000,21,23,FL
1666275330000,17R,03,SP
1666285693000,15,04,GL
1666275546000,32,21,FL
1666264761000,17,10,SV
1666285869000,14,32,FL
1666265014000,10,17,SV
1666285923000,14,21,FL
1666265196000,15,08,GL
1666276258000,17,10,SV
1666286472000,21,14,FL
1666276814000,10,17,SV
1666276988000,17,10,SV
1666265903000,15,26,KP
1666266464000,17R,35L,SP
1666277428000,10,17,SV
1666277569000,32,14,FL
1666267098000,17,10,SV
1666286800000,14,21,FL
1666287807000,21,14,FL
1666267987000,10,17,SV
1666268011000,33,11R,CT
1666268302000,14,32,FL
1666278481000,11R,21,BR
1666278574000,17,10,SV
1666278798000,16,11R,CF
1666278968000,11L,16,BR
1666268862000,17,10,SV
1666288109000,16,09,CF
1666288281000,14,21,FL
1666280098000,10,17,SV
1666269835000,18,09,RF
1666270063000,10,17,SV
1666288689000,15,21,GL
1666270428000,15,35,KP
1666280988000,28L,10R,GR
1666281114000,17,10,SV
1666281310000,10,17,SV
1666271040000,17,10,SV
1666288876000,17,10,SV
1666271326000,03,14,FL
1666281784000,03,07,FL
1666281793000,17R,07,SP
1666281845000,32,15,FL
1666281857000,03,32,FL
1666282110000,33,32,KP
1666271469000,18,16,RF
1666271762000,15,02R,GL
1666290010000,10,17,SV
1666283193000,11R,06L,BR
1666284174000,32,03,FL
1666290849000,33,19,KP
1666298900000,17,10,SV
1666299421000,10,17,SV
1666291170000,17,10,SV
1666291186000,15,08,GL
1666291202000,18,05,RF
1666292505000,33,36,CT
1666301859000,17,10,SV
1666301873000,10,17,SV
1666302187000,15,33,KP
1666302200000,10R,28L,GR
1666302394000,17,10,SV
1666302952000,15,08,GL
1666303121000,10,17,SV
1666304268000,17,10,SV
1666304660000,10,17,SV
1666304739000,33,15,GL
1666304862000,15,33,CT
1666305825000,17,10,SV
1666306869000,33,15,KP
1666307335000,15,33,GL
1666307449000,10,17,SV
1666293633000,21,14,FL
1666308168000,17,10,SV
1666308610000,35L,17R,SP
1666309119000,33,15,CT
1666294348000,10,17,SV
1666294448000,14,07,FL
1666294511000,17,10,SV
1666294894000,10,17,SV
1666295226000,17,10,SV
1666295398000,14,21,FL
1666295428000,10,17,SV
1666295766000,21,14,FL
1666295809000,11R,21,BR
1666296003000,17,10,SV
1666296123000,14,21,FL
1666296342000,21,14,FL
1666296472000,10,17,SV
1666296551000,11R,12,BR
1666297272000,17,10,SV
1666297318000,15,08,GL
1666297603000,10,17,SV
1666297638000,14,21,FL
1666297856000,18,15,RF
1666298170000,15,21,GL
