hora,nova_cabeceira,antiga_cabeceira,aero
1663724247000,10R,28L,GR
1663726202000,17,10,SV
1663726710000,10,17,SV
1663726836000,17,10,SV
1663728271000,10,17,SV
1663732536000,17,10,SV
1663732696000,10,17,SV
1663732978000,11R,14,BR
1663750608000,15,36,KP
1663751762000,15,26,GL
1663752205000,02R,20L,RJ
1663754301000,17,10,SV
1663755059000,15,26,GL
1663756194000,10,17,SV
1663720303000,10,17,SV
1663757183000,15,08,GL
1663757348000,11R,32,BR
1663757592000,15,08,GL
1663768014000,10,17,SV
1663768079000,03,32,FL
1663768105000,17,10,SV
1663768274000,34,16,CF
1663768280000,32,03,FL
1663768357000,21,32,FL
1663768408000,10,17,SV
1663759954000,17,10,SV
1663768757000,17R,16,SP
1663768855000,18,12,RF
1663760891000,10,17,SV
1663761032000,15,21,GL
1663761047000,21,14,FL
1663769049000,32,21,FL
1663769717000,14,32,FL
1663761906000,14,21,FL
1663762884000,21,25,FL
1663769964000,18,12,RF
1663770336000,15,16,KP
1663763376000,18,08,RF
1663763755000,17,10,SV
1663781773000,14,21,FL
1663763859000,11R,15,BR
1663764674000,03,21,FL
1663764977000,32,07,FL
1663770658000,21,14,FL
1663770789000,17,10,SV
1663770910000,10,17,SV
1663771278000,29R,11L,BR
1663771955000,15,08,GL
1663772299000,17,10,SV
1663772521000,03,21,FL
1663772619000,14,03,FL
1663772629000,11L,29R,BR
1663765945000,15,11R,CT
1663766405000,10,17,SV
1663766607000,20R,02R,RJ
1663766655000,17,10,SV
1663766804000,32,07,FL
1663782010000,33,07,KP
1663767764000,15,18,GL
1663767776000,32,07,FL
1663782925000,15,33,CT
1663775045000,10,17,SV
1663775454000,17,10,SV
1663775727000,17R,12,SP
1663776397000,10,17,SV
1663783020000,17,10,SV
1663777337000,17,10,SV
1663777483000,10,17,SV
1663777834000,18,21,RF
1663777876000,14,20L,FL
1663783200000,33,36,KP
1663778010000,17R,12,SP
1663778090000,20L,14,RJ
1663778158000,21,14,FL
1663778711000,18,05,RF
1663793827000,21,14,FL
1663794372000,15,08,GL
1663794841000,15,21,GL
1663795258000,14,21,FL
1663778927000,14,21,FL
1663783752000,29R,32,BR
1663779377000,33,15,KP
1663779485000,29R,11L,BR
1663779682000,18,15,RF
1663795586000,28L,10R,GR
1663796153000,10,17,SV
1663796327000,17,10,SV
1663796621000,10,17,SV
1663797129000,17,10,SV
1663797574000,33,07,KP
1663797583000,10,17,SV
1663783925000,10,17,SV
1663798014000,17R,13,SP
1663780896000,21,14,FL
1663780946000,33,15,CT
1663798657000,11L,32,BR
1663784184000,11L,29R,BR
1663798873000,33,13,KP
1663801167000,11R,32,BR
1663801450000,15,33,KP
1663784285000,17R,36,SP
1663784416000,21,14,FL
1663784752000,20L,21,RJ
1663785390000,14,21,FL
1663785513000,20L,21,RJ
1663788127000,17,10,SV
1663788516000,16,34,CF
1663788522000,10,17,SV
1663789092000,21,14,FL
1663789906000,33,16,KP
1663790001000,15,13,CT
1663790077000,17,10,SV
1663790299000,20L,21,RJ
1663790307000,14,21,FL
1663790401000,18,15,RF
1663790664000,21,14,FL
1663790831000,02R,20L,RJ
1663790970000,20L,02R,RJ
1663791334000,10,17,SV
1663791555000,17,10,SV
1663792107000,14,07,FL
1663792246000,21,07,FL
