hora,nova_cabeceira,antiga_cabeceira,aero
1678412430000,29R,11L,BR
1678413046000,33,15,CT
1678420956000,35L,17R,SP
1678429695000,17,10,SV
1678432477000,32,14,FL
1678434412000,10,17,SV
1678435557000,15,33,CT
1678438848000,17R,35L,SP
1678439313000,02R,26,RJ
1678440167000,18,15,RF
1678440764000,11L,29R,BR
1678441898000,29R,11L,BR
1678441927000,17R,12,SP
1678442785000,29L,17R,BR
1678442885000,17R,29L,SP
1678455591000,11,13,PA
1678455671000,10,17,SV
1678455874000,17,10,SV
1678456031000,10,17,SV
1678444840000,15,08,GL
1678445141000,15,08,GL
1678445401000,17,10,SV
1678446323000,10,17,SV
1678446811000,17,10,SV
1678447098000,02R,03,RJ
1678448055000,18,15,RF
1678448100000,14,32,FL
1678448332000,02R,03,RJ
1678457025000,33,15,KP
1678457570000,17,10,SV
1678457580000,18,05,RF
1678457597000,29L,14,BR
1678457638000,33,17R,KP
1678457862000,20L,02R,RJ
1678458061000,10,17,SV
1678448601000,33,15,CT
1678448812000,10,17,SV
1678449058000,15,33,CT
1678449561000,17,10,SV
1678449807000,32,14,FL
1678460136000,03,32,FL
1678460324000,32,03,FL
1678460345000,33,10,KP
1678460891000,18,15,RF
1678466098000,10,17,SV
1678461764000,10R,16,GR
1678462020000,15,21,GL
1678451681000,10,17,SV
1678468247000,03,32,FL
1678454204000,32,14,FL
1678462994000,32,07,FL
1678463325000,32,07,FL
1678454709000,15,18,KP
1678454919000,15,36,KP
1678465057000,21,32,FL
1678469128000,17,10,SV
1678465792000,14,21,FL
1678465917000,17,10,SV
1678455114000,17,10,SV
1678469518000,10,17,SV
1678470807000,11,15,CT
1678478621000,10,17,SV
1678471068000,16,09,CF
1678479832000,18,12,RF
1678479994000,35L,17R,SP
1678471279000,33,17,KP
1678480042000,15,23,GL
1678471637000,15,11,CT
1678480815000,11,13,PA
1678472300000,21,14,FL
1678481352000,28L,10R,GR
1678481946000,15,26,GL
1678482154000,21,14,FL
1678472523000,14,21,FL
1678472835000,17,10,SV
1678483240000,15,20L,GL
1678483684000,11,13,PA
1678483706000,14,21,FL
1678483866000,17,10,SV
1678474160000,10,17,SV
1678484130000,10R,28L,GR
1678484219000,10,17,SV
1678484262000,02R,15,RJ
1678484449000,17,10,SV
1678484938000,10,17,SV
1678485444000,02R,03,RJ
1678485824000,14,07,FL
1678486458000,35L,07,SP
1678489162000,21,14,FL
1678492114000,33,15,KP
1678474351000,11L,29R,BR
1678474551000,17,10,SV
1678474802000,10,17,SV
1678475271000,17,10,SV
1678475321000,15,33,KP
1678475557000,10,17,SV
1678475761000,15,18,KP
1678476869000,17,10,SV
1678476950000,15,16,KP
1678477100000,11,13,PA
