hora,nova_cabeceira,antiga_cabeceira,aero
1677841690000,33,15,CT
1677842430000,03,32,FL
1677801923000,10,17,SV
1677802510000,33,15,CT
1677803348000,17,10,SV
1677803363000,15,33,CT
1677804900000,15,33,GL
1677804913000,10,17,SV
1677805113000,11,29,PA
1677810585000,15,31,KP
1677815506000,17,10,SV
1677829155000,10,17,SV
1677829799000,11L,29R,BR
1677831904000,29R,11L,BR
1677833311000,17,10,SV
1677833794000,11L,29R,BR
1677834208000,35L,17R,SP
1677834257000,10,17,SV
1677835277000,02R,20L,RJ
1677836265000,15,21,GL
1677842583000,17,10,SV
1677842824000,21,32,FL
1677843028000,15,08,KP
1677839102000,14,18,FL
1677839393000,02R,21,RJ
1677839791000,17,10,SV
1677843206000,32,21,FL
1677839852000,15,02R,GL
1677840829000,15,08,GL
1677843545000,10,17,SV
1677844724000,21,32,FL
1677841617000,10,17,SV
1677841637000,32,14,FL
1677863766000,32,03,FL
1677851857000,15,08,GL
1677851980000,17,10,SV
1677844983000,32,21,FL
1677852911000,18,16,RF
1677864384000,28L,10R,GR
1677864497000,17R,35L,SP
1677853573000,10,17,SV
1677845095000,15,18,KP
1677864956000,17,21,SV
1677854053000,17,10,SV
1677845347000,15,28L,KP
1677854235000,11R,25,BR
1677847291000,03,32,FL
1677855252000,21,32,FL
1677855400000,32,21,FL
1677855763000,32,15,FL
1677855864000,03,10,FL
1677856051000,10,17,SV
1677856284000,20L,35L,RJ
1677856599000,35L,20L,SP
1677865757000,11,13,PA
1677865865000,14,32,FL
1677865948000,17,10,SV
1677866512000,10R,28L,GR
1677866552000,10,17,SV
1677867363000,03,14,FL
1677867606000,14,03,FL
1677868297000,32,14,FL
1677868610000,15,08,GL
1677857062000,21,32,FL
1677847771000,10,11,SV
1677857766000,35,10,SV
1677857835000,03,21,FL
1677858337000,32,03,FL
1677858383000,10,35,SV
1677868904000,03,32,FL
1677869314000,21,03,FL
1677869497000,14,21,FL
1677869505000,15,20L,GL
1677869589000,20L,15,RJ
1677869599000,15,33,CT
1677869819000,11R,13,BR
1677858726000,18,05,RF
1677859221000,17,10,SV
1677859294000,16,35,CF
1677859302000,33,17,KP
1677870632000,29,11,PA
1677848664000,20L,02R,RJ
1677871021000,17,10,SV
1677871073000,10,17,SV
1677871385000,33,15,KP
1677871873000,15,11R,GL
1677859474000,03,32,FL
1677859514000,15,08,GL
1677859629000,10,17,SV
1677859933000,17,10,SV
1677860179000,10,17,SV
1677860731000,32,03,FL
1677860890000,17,10,SV
1677861150000,03,32,FL
1677861223000,10,17,SV
1677861842000,35L,33,SP
1677872302000,15,21,GL
1677873213000,17,10,SV
1677848845000,17,10,SV
1677862483000,17,10,SV
1677862630000,10,17,SV
1677873895000,03,14,FL
1677874304000,10,17,SV
1677849575000,32,03,FL
1677874407000,17R,16,SP
1677863070000,16,13,CF
1677850329000,10,17,SV
1677850450000,33,36,KP
1677850757000,17,10,SV
1677874885000,17,10,SV
1677875123000,21,03,FL
1677875124000,10,17,SV
1677850883000,10,17,SV
1677875561000,14,21,FL
1677875749000,17,10,SV
1677876009000,10,17,SV
1677876075000,17,10,SV
1677850891000,33,15,KP
1677851041000,17,10,SV
1677851312000,10,17,SV
1677876792000,11R,07,BR
1677877157000,10,17,SV
1677877398000,29L,11R,BR
1677877410000,15,21,GL
1677878236000,17,10,SV
1677878324000,32,14,FL
1677878693000,10,17,SV
1677878969000,15,21,GL
1677879607000,33,30,KP
1677879650000,02R,20L,RJ
1677879725000,17R,33,SP
1677881155000,15,08,GL
1677882992000,17,10,SV
1677883599000,11,13,PA
1677884666000,11L,29R,BR
1677884743000,15,33,KP
1677884751000,29L,11L,BR
1677886564000,11,13,PA
1677887098000,10,17,SV
1677887974000,17,10,SV
1677851557000,03,32,FL
1677851716000,32,03,FL
