hora,nova_cabeceira,antiga_cabeceira,aero
1668225438000,10,17,SV
1668226238000,16,34,CF
1668227267000,17,10,SV
1668227952000,10,17,SV
1668228354000,17,10,SV
1668229317000,10,17,SV
1668229499000,17,10,SV
1668232368000,18,10R,RF
1668233335000,10R,18,GR
1668234168000,15,33,GL
1668244318000,10,17,SV
1668248657000,18,17R,RF
1668248711000,17R,18,SP
1668252141000,33,15,KP
1668253196000,33,15,CT
1668253945000,32,07,FL
1668254280000,33,16,KP
1668254541000,10,15,SV
1668254750000,33,16,KP
1668255116000,16,33,CF
1668255254000,28L,10R,GR
1668211955000,02R,20L,RJ
1668214962000,17R,12,SP
1668219464000,17,10,SV
1668219799000,10,17,SV
1668221914000,34,16,CF
1668256888000,03,32,FL
1668256892000,18,13,RF
1668257066000,17,10,SV
1668222068000,33,15,GL
1668224144000,17,10,SV
1668257364000,10,17,SV
1668257540000,32,03,FL
1668258194000,32,25,FL
1668258518000,32,05,FL
1668272177000,17,10,SV
1668258916000,21,32,FL
1668272226000,34,16,CF
1668272621000,10,17,SV
1668259599000,15,26,GL
1668259617000,03,21,FL
1668259690000,35L,17R,SP
1668259799000,17,10,SV
1668272625000,03,32,FL
1668261207000,10,17,SV
1668272935000,32,03,FL
1668273343000,17,10,SV
1668261573000,17,10,SV
1668261774000,10,17,SV
1668260371000,32,03,FL
1668262067000,33,15,KP
1668273504000,10,17,SV
1668262418000,15,33,CT
1668274149000,18,21,RF
1668263029000,20L,02R,RJ
1668274920000,17,10,SV
1668263159000,03,32,FL
1668263586000,32,03,FL
1668263718000,03,32,FL
1668263885000,17,10,SV
1668263982000,35L,17,SP
1668264413000,10,17,SV
1668275046000,10,17,SV
1668264739000,32,03,FL
1668264749000,17,10,SV
1668264766000,20L,21,RJ
1668264934000,29L,11L,BR
1668265640000,33,17,KP
1668265800000,15,08,CT
1668276018000,32,07,FL
1668267198000,21,15,FL
1668267207000,15,26,CT
1668267814000,32,07,FL
1668268888000,10,17,SV
1668269230000,03,32,FL
1668269390000,32,03,FL
1668269425000,17,10,SV
1668269985000,15,26,CT
1668270017000,10,17,SV
1668270293000,17R,35L,SP
1668270541000,28L,23,GR
1668276381000,17R,12,SP
1668271632000,15,18,CT
1668276708000,15,26,GL
1668277033000,21,07,FL
1668277674000,03,32,FL
1668278264000,32,03,FL
1668278835000,15,33,KP
1668279795000,14,32,FL
1668281348000,15,12,KP
1668281663000,11,13,PA
1668283664000,15,18,CT
1668284730000,03,07,FL
1668284764000,17,10,SV
1668284977000,14,03,FL
1668285194000,11,13,PA
1668285337000,10,17,SV
1668285530000,03,14,FL
1668285731000,14,03,FL
1668286418000,21,14,FL
1668286800000,03,21,FL
1668288144000,10R,28L,GR
1668288370000,17,10,SV
1668288523000,10,17,SV
1668289318000,14,03,FL
1668290097000,33,15,GL
1668292436000,15,33,KP
1668293114000,15,12,KP
1668296189000,15,33,GL
1668297409000,02R,20L,RJ
