hora,nova_cabeceira,antiga_cabeceira,aero
1659625392000,10,17,SV
1659572139000,17,10,SV
1659572859000,10,17,SV
1659573676000,11L,14,BR
1659574421000,17,10,SV
1659574797000,11L,14,BR
1659575245000,10,17,SV
1659576224000,17,10,SV
1659576776000,11L,17R,BR
1659576841000,10,17,SV
1659577063000,17,10,SV
1659577596000,10,17,SV
1659577902000,11L,14,BR
1659611688000,10,21,GL
1659611832000,02R,20L,RJ
1659612218000,29,05,PA
1659614761000,33,26,CT
1659615263000,02R,14,RJ
1659581424000,15,14,KP
1659625707000,10,13,GL
1659582595000,11L,06L,BR
1659625744000,17,10,SV
1659626814000,35L,10,SP
1659604060000,35L,17R,SP
1659605129000,02R,20L,RJ
1659606069000,20L,02R,RJ
1659617493000,17,10,SV
1659626909000,10,03,GL
1659627649000,32,30,FL
1659608062000,33,15,CT
1659608326000,29,11,PA
1659610394000,17,10,SV
1659610866000,10,17,SV
1659618980000,10,17,SV
1659619167000,33,15,KP
1659627944000,10,17,SV
1659619475000,33,36,CT
1659619609000,18,12,RF
1659627985000,33,26,CT
1659619771000,33,14,KP
1659628391000,17,10,SV
1659620294000,17,10,SV
1659620549000,10,17,SV
1659620741000,17,10,SV
1659621069000,10,17,SV
1659628427000,10,02R,GL
1659628482000,10,17,SV
1659621745000,17,10,SV
1659628511000,02R,10,RJ
1659621838000,32,31,FL
1659628822000,35L,30,SP
1659629103000,27L,09R,GR
1659622535000,35R,17,SP
1659622752000,34,16,CF
1659622891000,10,17,SV
1659639612000,10,17,SV
1659639662000,35,10,SV
1659640168000,17,35,SV
1659640257000,21,14,FL
1659623270000,11,29,PA
1659629436000,10,17,GL
1659640778000,11L,03,BR
1659641000000,10,17,SV
1659641072000,14,21,FL
1659641102000,17,10,SV
1659641287000,10,17,SV
1659641459000,29,33,CT
1659641642000,33,29,CT
1659641704000,10,03,GL
1659641728000,14,07,FL
1659642989000,32,14,FL
1659624070000,17,10,SV
1659643363000,03,32,FL
1659643385000,17,10,SV
1659629548000,33,36,CT
1659643651000,16,34,CF
1659643874000,32,03,FL
1659630012000,17,10,SV
1659644069000,35L,30,SP
1659644239000,21,32,FL
1659644315000,32,21,FL
1659644571000,10,08,GL
1659644826000,03,32,FL
1659645005000,32,03,FL
1659645126000,33,02R,CT
1659645250000,11R,03,BR
1659645943000,16,31,CF
1659646178000,20L,02R,RJ
1659646292000,02R,20L,RJ
1659646458000,32,31,FL
1659630099000,10,17,SV
1659630329000,35L,03,SP
1659647434000,10,17,SV
1659632526000,21,32,FL
1659648888000,10,08,GL
1659648893000,10,03,GL
1659651375000,09R,27L,GR
1659655236000,35L,30,SP
1659656356000,10,11R,GL
1659656409000,17,10,SV
1659632659000,29,08,PA
1659635434000,14,21,FL
1659635533000,33,34,KP
1659635546000,29,33,PA
1659636128000,03,14,FL
1659636232000,17,10,SV
1659636361000,14,03,FL
