hora,nova_cabeceira,antiga_cabeceira,aero
1681298917000,16,12,CF
1681300328000,03,32,FL
1681258432000,10,17,SV
1681300352000,32,03,FL
1681301785000,21,11,FL
1681261279000,16,04,CF
1681264145000,17,10,SV
1681264747000,10,17,SV
1681265158000,17,10,SV
1681265403000,10,17,SV
1681272754000,29L,11R,BR
1681301797000,16,34,CF
1681283526000,29L,32,BR
1681302609000,03,21,FL
1681287235000,29,11,PA
1681290327000,35L,17L,SP
1681290873000,02R,20L,RJ
1681295338000,11L,29R,BR
1681312540000,17,10,SV
1681313143000,15,32,CT
1681302864000,17,10,SV
1681314016000,10,17,SV
1681302989000,32,03,FL
1681297108000,11L,05,BR
1681303008000,10,17,SV
1681303114000,32,05,FL
1681303114000,17,10,SV
1681297807000,15,21,GL
1681303881000,10,17,SV
1681298344000,29,11,PA
1681315429000,11L,07,BR
1681315722000,28L,10R,GR
1681316274000,32,07,FL
1681316568000,33,15,CT
1681304236000,17,10,SV
1681317072000,32,07,FL
1681304267000,32,25,FL
1681305327000,15,16,KP
1681317541000,17,10,SV
1681317658000,29,31,PA
1681317738000,10,17,SV
1681317996000,17,10,SV
1681325611000,03,32,FL
1681325684000,32,03,FL
1681325690000,17R,35L,SP
1681325737000,29,36,CT
1681325832000,15,08,GL
1681326102000,32,17R,FL
1681318659000,10,17,SV
1681326183000,17R,32,SP
1681305502000,10,17,SV
1681319088000,11L,06,BR
1681305562000,17,10,SV
1681327231000,15,08,GL
1681306142000,15,05,GL
1681327537000,17,10,SV
1681327882000,17R,16,SP
1681319941000,35L,23,SP
1681328027000,11,29,PA
1681307078000,10,17,SV
1681328249000,10,17,SV
1681328360000,17,10,SV
1681328666000,15,23,GL
1681329193000,10,17,SV
1681329251000,32,07,FL
1681329330000,17,10,SV
1681329362000,15,23,GL
1681329552000,10,17,SV
1681321438000,32,17,FL
1681307806000,33,15,KP
1681323072000,20L,24,RJ
1681323100000,33,36,CT
1681323580000,33,36,CT
1681329900000,15,23,GL
1681331062000,17,10,SV
1681324180000,17,10,SV
1681307844000,17,10,SV
1681307982000,02R,21,RJ
1681324657000,15,33,CT
1681331347000,33,16,KP
1681331610000,10,17,SV
1681325162000,10,17,SV
1681308027000,10,17,SV
1681308204000,17,10,SV
1681309905000,10,17,SV
1681332563000,17,10,SV
1681332597000,10,17,SV
1681333536000,15,21,GL
1681310057000,35,10,SV
1681334031000,10R,28L,GR
1681339915000,10,17,SV
1681310416000,20L,02R,RJ
1681340734000,17,10,SV
1681341201000,15,33,KP
1681334586000,21,32,FL
1681335201000,32,21,FL
1681341869000,10R,16,GR
1681311421000,32,36,FL
1681341949000,10R,16,GR
1681336248000,32,07,FL
1681337960000,32,07,FL
1681338820000,17,10,SV
1681338967000,10,17,SV
1681339761000,17,10,SV
1681311427000,10,35,SV
