hora,metar,aero
1665273600000,METAR SBBR 090000Z 19008KT 160V220 9000 TS SCT040 FEW045CB BKN090 23/17 Q1018=,SBBR
1665277200000,METAR SBBR 090100Z 16007KT 9000 TS SCT040 FEW045CB BKN080 22/16 Q1019=,SBBR
1665280800000,METAR SBBR 090200Z 23006KT 200V260 9000 TS VCSH SCT040 FEW045CB BKN090 21/17 Q1019=,SBBR
1665284400000,METAR SBBR 090300Z 23004KT 9999 FEW045 BKN090 21/17 Q1018 RETS=,SBBR
1665288000000,METAR SBBR 090400Z 00000KT 9999 FEW045 SCT090 20/17 Q1017=,SBBR
1665291600000,METAR SBBR 090500Z 11004KT 9999 FEW045 SCT100 20/16 Q1017=,SBBR
1665295200000,METAR SBBR 090600Z 19004KT CAVOK 19/17 Q1017=,SBBR
1665298800000,METAR SBBR 090700Z 27002KT CAVOK 19/17 Q1016=,SBBR
1665302400000,METAR SBBR 090800Z 11003KT CAVOK 19/17 Q1018=,SBBR
1665306000000,METAR SBBR 090900Z 07009KT 9000 4000E -RA SCT035 FEW045TCU BKN070 20/17 Q1019=,SBBR
1665309600000,METAR SBBR 091000Z 06005KT 020V090 9000 -RA VCTS BKN011 FEW045CB OVC080 19/17 Q1021=,SBBR
1665311100000,SPECI SBBR 091025Z 08007KT 050V110 9000 -RA VCTS SCT011 FEW045CB OVC080 19/17 Q1022=,SBBR
1665313200000,METAR SBBR 091100Z 12005KT 100V180 9000 -RA VCTS SCT011 FEW045CB OVC080 19/17 Q1022=,SBBR
1665316800000,METAR SBBR 091200Z 09014KT 9000 -RA VCTS SCT015 FEW045CB OVC100 19/16 Q1021=,SBBR
1665320400000,METAR SBBR 091300Z 08008KT 050V110 9999 FEW030 FEW040TCU BKN100 22/16 Q1021=,SBBR
1665324000000,METAR SBBR 091400Z 07009KT 040V100 9999 FEW030 FEW040TCU BKN100 23/15 Q1021=,SBBR
1665327600000,METAR SBBR 091500Z 11010KT 9999 FEW030 BKN100 23/16 Q1020=,SBBR
1665331200000,METAR SBBR 091600Z 11010KT 080V140 9999 FEW035 BKN100 26/17 Q1019=,SBBR
1665334800000,METAR SBBR 091700Z 09009KT 060V130 9999 FEW035 SCT100 29/17 Q1017=,SBBR
1665338400000,METAR SBBR 091800Z 08011KT 050V110 9999 SCT040 FEW045TCU SCT100 30/17 Q1016=,SBBR
1665342000000,METAR SBBR 091900Z 07011KT 040V140 CAVOK 30/16 Q1015=,SBBR
1665345600000,METAR SBBR 092000Z 08010KT 9999 FEW040 FEW045TCU SCT080 30/15 Q1015=,SBBR
1665349200000,METAR SBBR 092100Z 08007KT 9999 FEW040 FEW045TCU SCT100 28/15 Q1016=,SBBR
1665352800000,METAR SBBR 092200Z 14005KT 9999 FEW040 SCT080 27/16 Q1017=,SBBR
1665356400000,METAR SBBR 092300Z 12008KT 9999 FEW040 26/16 Q1018=,SBBR
1665273600000,METAR SBCF 090000Z 14003KT 100V160 CAVOK 23/17 Q1017=,SBCF
1665277200000,METAR SBCF 090100Z 14003KT 110V170 CAVOK 22/17 Q1018=,SBCF
1665280800000,METAR SBCF 090200Z 12007KT CAVOK 22/17 Q1018=,SBCF
1665284400000,METAR SBCF 090300Z 13003KT 090V170 CAVOK 22/17 Q1018=,SBCF
1665288000000,METAR SBCF 090400Z 13003KT CAVOK 21/16 Q1017=,SBCF
1665291600000,METAR SBCF 090500Z VRB02KT CAVOK 21/16 Q1017=,SBCF
1665295200000,METAR SBCF 090600Z VRB01KT CAVOK 22/16 Q1017=,SBCF
1665298800000,METAR SBCF 090700Z 04008KT CAVOK 22/16 Q1017=,SBCF
1665302400000,METAR SBCF 090800Z 04007KT CAVOK 21/15 Q1017=,SBCF
1665306000000,METAR SBCF 090900Z 07005KT CAVOK 22/15 Q1018=,SBCF
1665309600000,METAR SBCF 091000Z 15002KT CAVOK 21/16 Q1019=,SBCF
1665313200000,METAR SBCF 091100Z 23003KT CAVOK 21/17 Q1020=,SBCF
1665316800000,METAR SBCF 091200Z 20003KT CAVOK 22/17 Q1020=,SBCF
1665320400000,METAR SBCF 091300Z 24002KT 9999 FEW025 BKN100 23/16 Q1021=,SBCF
1665324000000,METAR SBCF 091400Z 25005KT 9999 FEW025 BKN100 24/16 Q1021=,SBCF
1665327600000,METAR SBCF 091500Z 19002KT 9999 FEW030 BKN090 24/17 Q1020=,SBCF
1665331200000,METAR SBCF 091600Z 03006KT CAVOK 26/17 Q1019=,SBCF
1665334800000,METAR SBCF 091700Z 04004KT 9999 FEW040 BKN100 27/17 Q1018=,SBCF
1665338400000,METAR SBCF 091800Z 08008KT CAVOK 27/17 Q1017=,SBCF
1665342000000,METAR SBCF 091900Z 01006KT CAVOK 27/16 Q1017=,SBCF
1665345600000,METAR SBCF 092000Z 36003KT CAVOK 27/16 Q1016=,SBCF
1665349200000,METAR SBCF 092100Z 13004KT CAVOK 26/16 Q1017=,SBCF
1665352800000,METAR SBCF 092200Z 09007KT CAVOK 24/17 Q1017=,SBCF
1665356400000,METAR SBCF 092300Z 09007KT CAVOK 23/17 Q1019=,SBCF
1665273600000,METAR SBCT 090000Z 15003KT CAVOK 15/14 Q1016=,SBCT
1665277200000,METAR SBCT 090100Z 08003KT 040V100 CAVOK 14/13 Q1016=,SBCT
1665280800000,METAR SBCT 090200Z 05002KT CAVOK 14/14 Q1016=,SBCT
1665284400000,METAR SBCT 090300Z 04003KT CAVOK 13/13 Q1016=,SBCT
1665288000000,METAR SBCT 090400Z 08002KT CAVOK 13/13 Q1016=,SBCT
1665291600000,METAR SBCT 090500Z 05003KT CAVOK 12/12 Q1015=,SBCT
1665295200000,METAR SBCT 090600Z VRB01KT 7000 NSC 12/12 Q1015=,SBCT
1665298800000,METAR SBCT 090700Z 04005KT 7000 FEW002 12/12 Q1015=,SBCT
1665302400000,METAR SBCT 090800Z 12002KT 7000 2000SE SCT003 11/11 Q1015=,SBCT
1665306000000,METAR SBCT 090900Z 00000KT 9000 2000NE MIFG FEW002 11/11 Q1016=,SBCT
1665309600000,METAR SBCT 091000Z VRB02KT 8000 FEW002 SCT100 13/13 Q1017=,SBCT
1665313200000,METAR SBCT 091100Z 21003KT 170V230 8000 FEW004 BKN100 17/15 Q1019=,SBCT
1665316800000,METAR SBCT 091200Z 26006KT 190V280 9000 FEW010 BKN100 19/12 Q1019=,SBCT
