hora,metar,aero
1679875200000,METAR SBBR 270000Z 11003KT CAVOK 25/14 Q1019=,SBBR
1679878800000,METAR SBBR 270100Z 06003KT CAVOK 24/15 Q1020=,SBBR
1679882400000,METAR SBBR 270200Z 22002KT CAVOK 23/15 Q1020=,SBBR
1679886000000,METAR SBBR 270300Z VRB02KT CAVOK 22/15 Q1020=,SBBR
1679889600000,METAR SBBR 270400Z 21004KT CAVOK 22/14 Q1020=,SBBR
1679893200000,METAR SBBR 270500Z 20005KT CAVOK 21/15 Q1019=,SBBR
1679896800000,METAR SBBR 270600Z VRB01KT CAVOK 20/14 Q1018=,SBBR
1679900400000,METAR SBBR 270700Z 22003KT CAVOK 19/15 Q1018=,SBBR
1679904000000,METAR SBBR 270800Z 00000KT CAVOK 18/15 Q1018=,SBBR
1679907600000,METAR SBBR 270900Z 21002KT CAVOK 19/15 Q1019=,SBBR
1679911200000,METAR SBBR 271000Z VRB01KT CAVOK 20/15 Q1020=,SBBR
1679914800000,METAR SBBR 271100Z VRB01KT CAVOK 22/15 Q1020=,SBBR
1679918400000,METAR SBBR 271200Z 10005KT 060V140 CAVOK 25/15 Q1020=,SBBR
1679922000000,METAR SBBR 271300Z 10011KT CAVOK 27/14 Q1020=,SBBR
1679925600000,METAR SBBR 271400Z 09010KT 060V120 CAVOK 28/15 Q1020=,SBBR
1679929200000,METAR COR SBBR 271500Z 09009KT 050V120 9999 FEW045 29/15 Q1019=,SBBR
1679932800000,METAR SBBR 271600Z 11009KT 060V140 9999 FEW040 29/14 Q1018=,SBBR
1679936400000,METAR SBBR 271700Z 11008KT 090V190 9999 SCT040 30/14 Q1017=,SBBR
1679940000000,METAR SBBR 271800Z 11008KT 9999 SCT040 30/13 Q1016=,SBBR
1679943600000,METAR SBBR 271900Z 10005KT 9999 SCT040 30/13 Q1016=,SBBR
1679947200000,METAR SBBR 272000Z 13008KT 090V170 9999 SCT040 30/13 Q1016=,SBBR
1679950800000,METAR SBBR 272100Z 13007KT 9999 FEW030 FEW040TCU 29/14 Q1016=,SBBR
1679954400000,METAR SBBR 272200Z 11007KT 9999 FEW040 27/15 Q1016=,SBBR
1679958000000,METAR SBBR 272300Z 07005KT CAVOK 26/16 Q1018=,SBBR
1679875200000,METAR SBCF 270000Z 00000KT CAVOK 25/16 Q1018=,SBCF
1679878800000,METAR SBCF 270100Z 14003KT CAVOK 24/16 Q1019=,SBCF
1679882400000,METAR SBCF 270200Z VRB02KT CAVOK 23/16 Q1019=,SBCF
1679886000000,METAR SBCF 270300Z 15002KT CAVOK 22/17 Q1019=,SBCF
1679889600000,METAR SBCF 270400Z 13001KT CAVOK 22/17 Q1018=,SBCF
1679893200000,METAR SBCF 270500Z 21002KT CAVOK 22/17 Q1018=,SBCF
1679896800000,METAR SBCF 270600Z 14001KT CAVOK 21/16 Q1017=,SBCF
1679900400000,METAR SBCF 270700Z 15001KT CAVOK 20/17 Q1017=,SBCF
1679904000000,METAR SBCF 270800Z 12003KT CAVOK 20/17 Q1017=,SBCF
1679907600000,METAR SBCF 270900Z 16002KT CAVOK 19/17 Q1018=,SBCF
1679911200000,METAR SBCF 271000Z 17002KT CAVOK 20/17 Q1018=,SBCF
1679914800000,METAR SBCF 271100Z 14003KT CAVOK 23/17 Q1019=,SBCF
1679918400000,METAR SBCF 271200Z 16003KT CAVOK 25/18 Q1019=,SBCF
1679922000000,METAR SBCF 271300Z 23002KT CAVOK 27/18 Q1019=,SBCF
1679925600000,METAR SBCF 271400Z 35003KT 9999 FEW025 30/18 Q1019=,SBCF
1679929200000,METAR SBCF 271500Z 03002KT 9999 FEW030 30/17 Q1018=,SBCF
1679932800000,METAR SBCF 271600Z 16006KT 9999 SCT040 29/17 Q1017=,SBCF
1679936400000,METAR SBCF 271700Z 19003KT 9999 SCT040 FEW045TCU 30/17 Q1016=,SBCF
1679940000000,METAR SBCF 271800Z 09005KT 9999 SCT040 FEW045TCU 31/16 Q1015=,SBCF
1679943600000,METAR SBCF 271900Z 03011KT 9999 SCT040 FEW045TCU 30/18 Q1015=,SBCF
1679947200000,METAR SBCF 272000Z 07011KT 9999 VCTS SCT040 FEW045CB SCT100 29/17 Q1015=,SBCF
1679950800000,METAR SBCF 272100Z 09009KT 9999 SCT045 28/18 Q1016=,SBCF
1679954400000,METAR SBCF 272200Z 09008KT 9999 FEW045 27/18 Q1016=,SBCF
1679958000000,METAR SBCF 272300Z 10009KT 9999 FEW045 27/18 Q1017=,SBCF
1679875200000,METAR SBCT 270000Z 12006KT 9999 SCT008 SCT045 20/19 Q1019=,SBCT
1679878800000,METAR SBCT 270100Z 12006KT 9999 SCT008 SCT050 20/19 Q1020=,SBCT
1679882400000,METAR SBCT 270200Z 13008KT 9999 SCT006 19/18 Q1020=,SBCT
1679886000000,METAR SBCT 270300Z 13008KT 9999 FEW006 18/17 Q1020=,SBCT
1679886720000,SPECI SBCT 270312Z 13006KT 9999 BKN006 18/17 Q1020=,SBCT
1679889600000,METAR SBCT 270400Z 14007KT 9999 BKN006 18/17 Q1020=,SBCT
1679893200000,METAR SBCT 270500Z 10005KT 9999 BKN006 17/16 Q1019=,SBCT
1679896800000,METAR SBCT 270600Z 13009KT 9999 BKN004 17/16 Q1019=,SBCT
1679900400000,METAR SBCT 270700Z 10007KT 9999 BKN004 17/16 Q1019=,SBCT
1679904000000,METAR SBCT 270800Z 11005KT 9999 BKN012 17/17 Q1019=,SBCT
1679907600000,METAR SBCT 270900Z 12005KT 9999 BKN004 BKN012 17/17 Q1020=,SBCT
1679911200000,METAR SBCT 271000Z 12004KT 9999 BKN006 OVC012 17/16 Q1020=,SBCT
1679914800000,METAR SBCT 271100Z 10006KT 9999 BKN007 OVC011 17/16 Q1020=,SBCT
1679918400000,METAR SBCT 271200Z 11008KT 8000 BKN006 OVC010 17/16 Q1021=,SBCT
1679922000000,METAR SBCT 271300Z 12010KT 080V140 9999 BKN008 OVC012 17/15 Q1022=,SBCT
1679925600000,METAR SBCT 271400Z 12009KT 8000 SCT008 OVC013 18/15 Q1022=,SBCT
1679929200000,METAR SBCT 271500Z 13010KT 9999 FEW008 BKN014 19/15 Q1021=,SBCT
1679931720000,SPECI SBCT 271542Z 11007KT 080V150 9999 BKN020 20/15 Q1021=,SBCT
1679932800000,METAR SBCT 271600Z 13008KT 9999 BKN020 19/15 Q1021=,SBCT
1679936400000,METAR SBCT 271700Z 13009KT 080V150 9999 BKN023 20/16 Q1020=,SBCT
1679940000000,METAR SBCT 271800Z 11008KT 9999 BKN017 19/16 Q1020=,SBCT
1679943600000,METAR SBCT 271900Z 10008KT 9999 BKN017 BKN035 19/16 Q1020=,SBCT
1679944800000,SPECI SBCT 271920Z 07010KT 9999 BKN009 BKN023 19/16 Q1020=,SBCT
1679947200000,METAR SBCT 272000Z 11007KT 9999 BKN009 18/16 Q1020=,SBCT
1679950800000,METAR SBCT 272100Z 10007KT 9999 BKN009 17/15 Q1019=,SBCT
1679954400000,METAR SBCT 272200Z 10006KT 9999 BKN009 BKN020 16/14 Q1020=,SBCT
1679958000000,METAR SBCT 272300Z 10005KT 9999 BKN020 16/14 Q1021=,SBCT
1679875200000,METAR SBFL 270000Z 19013G24KT 9999 FEW015 25/19 Q1014=,SBFL
1679878800000,METAR SBFL 270100Z 19014G24KT CAVOK 24/19 Q1015=,SBFL
1679882400000,METAR SBFL 270200Z 19009G19KT CAVOK 24/19 Q1015=,SBFL
1679886000000,METAR SBFL 270300Z 19006KT 150V240 CAVOK 24/18 Q1015=,SBFL
1679889600000,METAR SBFL 270400Z 19007KT CAVOK 23/18 Q1015=,SBFL
1679893200000,METAR SBFL 270500Z 18009KT CAVOK 24/17 Q1015=,SBFL
1679896800000,METAR SBFL 270600Z 18008KT CAVOK 23/17 Q1015=,SBFL
1679900400000,METAR SBFL 270700Z 17007KT CAVOK 23/17 Q1015=,SBFL
1679904000000,METAR SBFL 270800Z 20006KT CAVOK 22/16 Q1015=,SBFL
1679907600000,METAR SBFL 270900Z 22006KT CAVOK 21/16 Q1016=,SBFL
1679911200000,METAR SBFL 271000Z 24003KT CAVOK 21/17 Q1016=,SBFL
1679914800000,METAR SBFL 271100Z 05002KT CAVOK 24/17 Q1017=,SBFL
1679918400000,METAR SBFL 271200Z 19007KT CAVOK 24/16 Q1017=,SBFL
1679922000000,METAR SBFL 271300Z 20008KT CAVOK 25/16 Q1017=,SBFL
1679925600000,METAR SBFL 271400Z 19010KT CAVOK 27/16 Q1017=,SBFL
1679929200000,METAR SBFL 271500Z 19011KT CAVOK 27/15 Q1017=,SBFL
1679932800000,METAR SBFL 271600Z 15010KT CAVOK 28/13 Q1016=,SBFL
1679936400000,METAR SBFL 271700Z 15014G25KT CAVOK 27/18 Q1016=,SBFL
1679940000000,METAR SBFL 271800Z 15016KT 9999 FEW030 26/18 Q1016=,SBFL
1679943600000,METAR SBFL 271900Z 15015KT 9999 FEW030 26/19 Q1016=,SBFL
1679947200000,METAR SBFL 272000Z 15015KT 9999 FEW030 25/18 Q1016=,SBFL
1679950800000,METAR SBFL 272100Z 15011KT 9999 FEW030 24/17 Q1016=,SBFL
1679954400000,METAR SBFL 272200Z 15009KT 9999 FEW030 24/17 Q1017=,SBFL
1679958000000,METAR SBFL 272300Z 16006KT 130V200 9999 FEW030 23/17 Q1017=,SBFL
1679875200000,METAR SBGL 270000Z 27003KT 9999 FEW030 FEW035TCU 29/23 Q1011=,SBGL
1679878800000,METAR SBGL 270100Z 24002KT CAVOK 29/23 Q1011=,SBGL
1679882400000,METAR SBGL 270200Z 28004KT CAVOK 29/22 Q1011=,SBGL
1679886000000,METAR SBGL 270300Z 33008KT CAVOK 28/23 Q1011=,SBGL
1679889600000,METAR SBGL 270400Z 29006KT CAVOK 29/22 Q1011=,SBGL
1679893200000,METAR SBGL 270500Z 25012KT CAVOK 28/22 Q1011=,SBGL
1679896800000,METAR SBGL 270600Z 23008KT CAVOK 27/21 Q1012=,SBGL
1679900400000,METAR SBGL 270700Z 02008KT CAVOK 27/23 Q1013=,SBGL
1679904000000,METAR SBGL 270800Z 25008KT 9999 SCT016 BKN030 26/23 Q1013=,SBGL
1679907600000,METAR SBGL 270900Z 26008KT 8000 SCT016 26/22 Q1013=,SBGL
1679911200000,METAR SBGL 271000Z 26006KT 9999 FEW035 26/23 Q1014=,SBGL
1679914800000,METAR SBGL 271100Z 26006KT 9999 FEW016 BKN030 BKN100 27/23 Q1014=,SBGL
1679918400000,METAR SBGL 271200Z 24007KT 9999 FEW018 BKN035 BKN100 28/23 Q1015=,SBGL
1679922000000,METAR SBGL 271300Z 24008KT 9999 SCT020 OVC040 28/22 Q1015=,SBGL
1679925600000,METAR SBGL 271400Z 22006KT 9999 FEW012 SCT018 OVC040 26/23 Q1015=,SBGL
1679929200000,METAR SBGL 271500Z 22008KT 9999 FEW012 SCT018 OVC040 27/22 Q1015=,SBGL
1679932800000,METAR SBGL 271600Z 21004KT 9999 FEW012 SCT018 OVC040 28/21 Q1014=,SBGL
1679936400000,METAR SBGL 271700Z 22006KT 190V260 9999 4000N VCSH BKN030 BKN055 28/21 Q1014=,SBGL
1679940000000,METAR SBGL 271800Z VRB05KT 9999 VCSH BKN030 OVC045 26/23 Q1014=,SBGL
1679942640000,SPECI SBGL 271844Z 21005KT 180V250 3000 -DZ BR FEW005 SCT016 OVC030 25/22 Q1014=,SBGL
1679943600000,METAR SBGL 271900Z 22005KT 180V260 3000 -RA BR FEW009 SCT018 OVC030 24/23 Q1014=,SBGL
1679944800000,SPECI SBGL 271920Z 19004KT 160V220 7000 -RA FEW009 SCT020 OVC030 24/23 Q1014=,SBGL
1679947200000,METAR SBGL 272000Z VRB03KT 9999 FEW013 SCT018 OVC030 24/23 Q1015=,SBGL
1679950800000,METAR SBGL 272100Z 14004KT 9999 BKN030 OVC040 24/22 Q1015=,SBGL
1679954400000,METAR SBGL 272200Z 11004KT 020V160 9999 SCT025 OVC040 25/21 Q1015=,SBGL
1679958000000,METAR SBGL 272300Z 35005KT 5000 -RA BR FEW010 BKN020 OVC030 24/22 Q1016=,SBGL
1679959500000,SPECI SBGL 272325Z 03004KT 2500 -RA BR FEW007 BKN013 OVC030 24/22 Q1017=,SBGL
1679875200000,METAR SBGR 270000Z 17002KT 9999 SCT045 FEW050TCU BKN070 24/20 Q1017=,SBGR
1679878800000,METAR SBGR 270100Z 18006KT 9999 -RA BKN013 BKN080 23/20 Q1019 WS R28L=,SBGR
1679882400000,METAR SBGR 270200Z 19004KT 9999 BKN019 23/19 Q1019=,SBGR
1679886000000,METAR SBGR 270300Z 00000KT 9999 FEW015 SCT050 BKN080 22/19 Q1019=,SBGR
1679889600000,METAR SBGR 270400Z 12004KT 9999 SCT017 BKN050 BKN100 22/20 Q1018=,SBGR
