hora,metar,aero
1661040000000,METAR SBBR 210000Z 11010KT CAVOK 20/08 Q1024=,SBBR
1661043600000,METAR SBBR 210100Z 10009KT CAVOK 19/08 Q1025=,SBBR
1661047200000,METAR SBBR 210200Z 11008KT CAVOK 19/08 Q1025=,SBBR
1661050800000,METAR SBBR 210300Z 10010KT CAVOK 17/09 Q1024=,SBBR
1661054400000,METAR SBBR 210400Z 10008KT CAVOK 17/10 Q1024=,SBBR
1661058000000,METAR SBBR 210500Z 09009KT CAVOK 16/09 Q1023=,SBBR
1661061600000,METAR SBBR 210600Z 10009KT CAVOK 16/10 Q1023=,SBBR
1661065200000,METAR SBBR 210700Z 10008KT CAVOK 15/10 Q1023=,SBBR
1661068800000,METAR SBBR 210800Z 10009KT CAVOK 14/10 Q1023=,SBBR
1661072400000,METAR SBBR 210900Z 10010KT CAVOK 14/10 Q1023=,SBBR
1661076000000,METAR SBBR 211000Z 10008KT CAVOK 14/11 Q1024=,SBBR
1661079600000,METAR SBBR 211100Z 09008KT CAVOK 16/11 Q1025=,SBBR
1661083200000,METAR SBBR 211200Z 09012KT 9999 FEW023 18/11 Q1025=,SBBR
1661086800000,METAR SBBR 211300Z 09011KT 9999 FEW030 20/11 Q1026=,SBBR
1661090400000,METAR SBBR 211400Z 07014KT 9999 FEW040 22/09 Q1025=,SBBR
1661094000000,METAR SBBR 211500Z 08013KT 050V110 CAVOK 23/08 Q1024=,SBBR
1661097600000,METAR SBBR 211600Z 08010G25KT 050V120 CAVOK 25/07 Q1023=,SBBR
1661101200000,METAR SBBR 211700Z 11014KT CAVOK 25/07 Q1022=,SBBR
1661104800000,METAR SBBR 211800Z 09012KT 060V130 CAVOK 26/07 Q1022=,SBBR
1661108400000,METAR SBBR 211900Z 09015KT CAVOK 26/07 Q1021=,SBBR
1661112000000,METAR SBBR 212000Z 09011KT 050V170 CAVOK 25/07 Q1021=,SBBR
1661115600000,METAR SBBR 212100Z 12011KT CAVOK 24/07 Q1022=,SBBR
1661119200000,METAR SBBR 212200Z 14008KT CAVOK 22/08 Q1022=,SBBR
1661122800000,METAR SBBR 212300Z 12009KT 110V170 CAVOK 22/08 Q1023=,SBBR
1661040000000,METAR SBCF 210000Z 10010KT CAVOK 17/10 Q1027=,SBCF
1661043600000,METAR SBCF 210100Z 12008KT CAVOK 15/10 Q1027=,SBCF
1661047200000,METAR SBCF 210200Z 10008KT CAVOK 15/09 Q1027=,SBCF
1661050800000,METAR SBCF 210300Z 10007KT CAVOK 14/09 Q1027=,SBCF
1661054400000,METAR SBCF 210400Z 12007KT CAVOK 14/09 Q1026=,SBCF
1661058000000,METAR SBCF 210500Z 11008KT CAVOK 13/09 Q1025=,SBCF
1661061600000,METAR SBCF 210600Z 11009KT CAVOK 13/09 Q1025=,SBCF
1661065200000,METAR SBCF 210700Z 11008KT CAVOK 13/09 Q1025=,SBCF
1661068800000,METAR SBCF 210800Z 11007KT CAVOK 12/09 Q1025=,SBCF
1661072400000,METAR SBCF 210900Z 12007KT CAVOK 11/09 Q1025=,SBCF
1661076000000,METAR SBCF 211000Z 08010KT CAVOK 13/09 Q1026=,SBCF
1661079600000,METAR SBCF 211100Z 09008KT CAVOK 14/09 Q1027=,SBCF
1661083200000,METAR COR SBCF 211200Z 09011KT 9999 SCT030 16/09 Q1028=,SBCF
1661086800000,METAR SBCF 211300Z 09011KT 9999 SCT030 18/09 Q1028=,SBCF
1661090400000,METAR SBCF 211400Z 09009KT 9999 BKN030 19/10 Q1027=,SBCF
1661094000000,METAR SBCF 211500Z 07007KT 9999 BKN035 20/10 Q1026=,SBCF
1661097600000,METAR SBCF 211600Z 08007KT 9999 BKN040 21/10 Q1025=,SBCF
1661101200000,METAR SBCF 211700Z 10008KT 050V140 9999 BKN043 21/10 Q1025=,SBCF
1661104800000,METAR SBCF 211800Z 11007KT 9999 BKN045 21/10 Q1024=,SBCF
1661108400000,METAR SBCF 211900Z 11007KT 060V160 9999 SCT045 SCT060 21/10 Q1024=,SBCF
1661112000000,METAR SBCF 212000Z 10009KT 9999 SCT045 20/10 Q1024=,SBCF
1661115600000,METAR SBCF 212100Z 09012KT 9999 BKN048 19/10 Q1025=,SBCF
1661119200000,METAR SBCF 212200Z 08014KT 9999 BKN045 17/10 Q1025=,SBCF
1661122800000,METAR SBCF 212300Z 10010KT 9999 SCT045 17/10 Q1026=,SBCF
1661040000000,METAR SBCT 210000Z 09005KT 9999 BKN006 07/06 Q1029=,SBCT
1661043600000,METAR SBCT 210100Z 11004KT 9999 BKN014 06/06 Q1030=,SBCT
1661047200000,METAR SBCT 210200Z 11004KT 9999 BKN009 06/05 Q1030=,SBCT
1661050800000,METAR SBCT 210300Z 12004KT 9999 BKN014 06/06 Q1030=,SBCT
1661054400000,METAR SBCT 210400Z 07002KT 9999 BKN014 06/06 Q1029=,SBCT
1661058000000,METAR SBCT 210500Z 12003KT 9999 OVC011 07/07 Q1029=,SBCT
