hora,metar,aero
1669680000000,METAR SBBR 290000Z 14005KT 090V190 CAVOK 20/17 Q1011=,SBBR
1669683600000,METAR SBBR 290100Z 11003KT 080V200 CAVOK 19/16 Q1012=,SBBR
1669687200000,METAR SBBR 290200Z 18006KT CAVOK 19/17 Q1012=,SBBR
1669689000000,SPECI SBBR 290230Z 27007KT 5000 -TSRA BKN010 BKN040 FEW045CB OVC070 19/17 Q1012=,SBBR
1669690800000,METAR SBBR 290300Z 35007KT 310V020 7000 -TSRA BKN010 BKN040 FEW045CB OVC090 19/17 Q1012=,SBBR
1669692600000,SPECI SBBR 290330Z VRB08KT 9999 TS FEW040 FEW045CB OVC100 18/17 Q1011=,SBBR
1669694400000,METAR SBBR 290400Z VRB04KT 9999 VCTS FEW040 FEW045CB OVC100 18/17 Q1010 RETS=,SBBR
1669698000000,METAR SBBR 290500Z VRB02KT 9999 FEW040 OVC100 18/16 Q1010=,SBBR
1669701600000,METAR SBBR 290600Z 09003KT 050V120 9999 FEW040 BKN100 17/16 Q1010=,SBBR
1669705200000,METAR SBBR 290700Z 36002KT 9999 FEW040 SCT100 17/16 Q1010=,SBBR
1669708800000,METAR SBBR 290800Z 00000KT CAVOK 17/15 Q1010=,SBBR
1669712400000,METAR SBBR 290900Z VRB01KT CAVOK 17/15 Q1010=,SBBR
1669716000000,METAR SBBR 291000Z 29003KT CAVOK 19/16 Q1011=,SBBR
1669719600000,METAR SBBR 291100Z 34005KT 300V010 9999 FEW020 22/18 Q1011=,SBBR
1669723200000,METAR SBBR 291200Z 30006KT 260V340 9999 FEW020 24/18 Q1011=,SBBR
1669726800000,METAR SBBR 291300Z 31008KT 260V360 9999 SCT030 25/18 Q1012=,SBBR
1669730400000,METAR SBBR 291400Z 29012KT 250V330 9999 BKN035 FEW040TCU 26/17 Q1011=,SBBR
1669734000000,METAR SBBR 291500Z 32012KT 9999 BKN035 FEW040TCU 26/18 Q1010=,SBBR
1669737600000,METAR SBBR 291600Z 30013KT 260V330 9999 VCTS BKN035 FEW040CB 27/17 Q1009=,SBBR
1669740180000,SPECI SBBR 291643Z 24011KT 200V280 9999 TS VCSH BKN035 FEW040CB 25/17 Q1008=,SBBR
1669741200000,METAR SBBR 291700Z 25011KT 220V280 9999 TS VCSH BKN035 FEW040CB 26/19 Q1008=,SBBR
1669744800000,METAR SBBR 291800Z 26013KT 9000 -TSRA BKN035 FEW040CB BKN100 24/18 Q1008=,SBBR
1669748400000,METAR SBBR 291900Z 33009KT 9000 TS VCSH SCT035 FEW040CB BKN100 25/18 Q1008=,SBBR
1669752000000,METAR SBBR 292000Z 31005KT 250V350 9000 TS VCSH FEW035 FEW040CB BKN100 25/17 Q1007=,SBBR
1669755600000,METAR SBBR 292100Z 35011KT 320V020 9999 TS FEW030 FEW035CB BKN080 23/18 Q1008=,SBBR
1669759200000,METAR SBBR 292200Z 32003KT 250V340 9999 FEW030 FEW035TCU SCT100 21/17 Q1009 RETS=,SBBR
1669762800000,METAR SBBR 292300Z VRB02KT 9999 FEW030 FEW035TCU SCT100 21/17 Q1010=,SBBR
1669680000000,METAR SBCF 290000Z 12003KT 9999 VCTS FEW048 FEW050CB SCT070 20/17 Q1009=,SBCF
1669683600000,METAR SBCF 290100Z 15005KT 120V180 9999 VCTS FEW048 FEW050CB SCT080 19/17 Q1010=,SBCF
1669684680000,SPECI SBCF 290118Z 20010KT 9999 TS FEW026 FEW035CB BKN050 19/17 Q1011=,SBCF
1669685460000,SPECI SBCF 290131Z 21013KT 9999 TSRA FEW023 FEW035CB BKN050 19/17 Q1011=,SBCF
1669687200000,METAR SBCF 290200Z 19010KT 4000 +TSRA BKN025 FEW035CB OVC050 18/16 Q1012 RERA=,SBCF
1669688220000,SPECI SBCF 290217Z 16010KT 4000 TSRA SCT030 FEW035CB OVC050 17/16 Q1011 RERA=,SBCF
1669690800000,METAR SBCF 290300Z 12009KT 4000 TSRA SCT045 FEW050CB OVC070 18/16 Q1011=,SBCF
1669694400000,METAR SBCF 290400Z 09007KT 4000 TSRA SCT045 FEW050CB 17/16 Q1011=,SBCF
1669698000000,METAR SBCF 290500Z 05011KT 4000 -TSRA SCT045 FEW050CB 17/15 Q1010 RERA=,SBCF
1669701600000,METAR COR SBCF 290600Z 34002KT 6000 FEW005 BKN100 17/16 Q1009 RETSRA=,SBCF
1669705200000,METAR SBCF 290700Z 12003KT 9999 FEW015 SCT100 17/16 Q1008=,SBCF
1669706220000,SPECI SBCF 290717Z 27006KT 2000 BCFG FEW015 BKN100 17/16 Q1008=,SBCF
1669707300000,SPECI SBCF 290735Z 34003KT 5000 BCFG FEW018 BKN100 17/16 Q1008=,SBCF
1669708800000,METAR SBCF 290800Z 23002KT 5000 BCFG FEW020 BKN100 17/16 Q1008=,SBCF
1669710000000,SPECI SBCF 290820Z 24002KT 2500 BCFG FEW020 BKN100 17/16 Q1008=,SBCF
1669712400000,METAR SBCF 290900Z VRB01KT 8000 BCFG NSC 17/16 Q1009=,SBCF
1669716000000,METAR SBCF 291000Z 15002KT 8000 BCFG FEW001 SCT100 19/17 Q1010=,SBCF
1669719600000,METAR SBCF 291100Z 12003KT 9999 FEW020 22/17 Q1010=,SBCF
1669723200000,METAR SBCF 291200Z 36004KT CAVOK 23/16 Q1010=,SBCF
1669726800000,METAR SBCF 291300Z 34002KT CAVOK 24/16 Q1010=,SBCF
1669730400000,METAR SBCF 291400Z 34006KT 9999 SCT035 26/17 Q1009=,SBCF
1669734000000,METAR SBCF 291500Z 31008KT 9999 SCT035 27/17 Q1008=,SBCF
1669737600000,METAR SBCF 291600Z 29005KT 9999 VCSH BKN040 FEW045TCU 27/18 Q1007=,SBCF
1669741200000,METAR SBCF 291700Z 25004KT 9999 BKN040 FEW045TCU 28/17 Q1006=,SBCF
1669744800000,METAR SBCF 291800Z 34007KT 9999 BKN040 FEW045TCU 28/17 Q1005=,SBCF
1669748400000,METAR COR SBCF 291900Z 06002KT 9999 VCSH SCT040 FEW045TCU 30/17 Q1004=,SBCF
1669749540000,SPECI SBCF 291919Z 01006KT 9999 TS VCSH BKN040 FEW045CB 28/17 Q1004=,SBCF
1669750200000,SPECI SBCF 291930Z 32020G30KT 4000 TSRA BKN040 FEW045CB 21/17 Q1005=,SBCF
1669750620000,SPECI SBCF 291937Z 31024G35KT 2500 +TSRA BKN040 FEW045CB 19/17 Q1005 RERA=,SBCF
1669750980000,SPECI COR SBCF 291943Z 13013G33KT 0350 R16R/0300 R34L/0375 +TSGRRA BKN040 FEW045CB 16/14 Q1008=,SBCF
1669752000000,METAR SBCF 292000Z 12021G33KT 2000 -TSRA FEW007 SCT030 FEW040CB 17/16 Q1005 RERA=,SBCF
1669752960000,SPECI SBCF 292016Z 07015KT 4000 -TSRA SCT030 FEW040CB BKN080 20/16 Q1005=,SBCF
1669753920000,SPECI SBCF 292032Z 09009KT 8000 VCTS SCT030 FEW040CB SCT080 22/16 Q1006 RETS=,SBCF
1669755600000,METAR SBCF 292100Z 11003KT 9999 VCTS SCT030 FEW040CB SCT080 21/15 Q1005 RETS=,SBCF
1669759200000,METAR SBCF 292200Z 12003KT 9999 VCTS SCT030 FEW040CB SCT100 20/14 Q1006=,SBCF
1669762800000,METAR SBCF 292300Z 04002KT 9999 VCTS FEW030 FEW040CB BKN100 20/17 Q1008=,SBCF
1669680000000,METAR SBCT 290000Z 13004KT 4000 -RA BR BKN006 OVC010 17/17 Q1012=,SBCT
1669683600000,METAR SBCT 290100Z 12008KT 4000 RA BKN007 BKN010 OVC100 17/17 Q1012=,SBCT
1669687200000,METAR SBCT 290200Z 13005KT 6000 -RA BKN007 OVC010 17/17 Q1012 RERA=,SBCT
1669690800000,METAR SBCT 290300Z 10005KT 4000 RA BKN005 OVC100 17/17 Q1012 RERA=,SBCT
1669694400000,METAR SBCT 290400Z 10003KT 4000 RA BKN004 OVC100 16/16 Q1011=,SBCT
1669698000000,METAR SBCT 290500Z 10005KT 8000 BKN005 BKN013 OVC100 16/16 Q1010 RERA=,SBCT
1669701600000,METAR SBCT 290600Z 15004KT 9999 BKN005 BKN009 16/16 Q1010=,SBCT
1669705200000,METAR SBCT 290700Z 12008KT 6000 -RA BKN006 OVC100 16/16 Q1010=,SBCT
1669708800000,METAR SBCT 290800Z 13007KT 8000 OVC005 16/16 Q1010=,SBCT
1669712400000,METAR SBCT 290900Z 11008KT 9999 BKN007 16/16 Q1010=,SBCT
1669716000000,METAR SBCT 291000Z 11009KT 4000 -DZ BR BKN005 BKN009 17/17 Q1011=,SBCT
1669719600000,METAR SBCT 291100Z 14007KT 3000 -RA BR BKN005 OVC010 17/17 Q1011=,SBCT
1669723200000,METAR SBCT 291200Z 09006KT 060V120 6000 -RA FEW003 BKN009 OVC015 18/18 Q1012=,SBCT
1669726800000,METAR SBCT 291300Z 08007KT 050V110 7000 SCT007 BKN012 OVC035 19/18 Q1011=,SBCT
1669730400000,METAR SBCT 291400Z 09007KT 8000 BKN012 OVC035 19/18 Q1011=,SBCT
1669734000000,METAR SBCT 291500Z 14010KT 7000 -RA BKN012 OVC030 21/18 Q1010=,SBCT
1669734900000,SPECI SBCT 291515Z 13011KT 080V160 3000 RA BR BKN012 BKN020 19/18 Q1011=,SBCT
1669737600000,METAR SBCT 291600Z 08008KT 5000 -RA BR BKN006 OVC015 19/19 Q1010 RERA=,SBCT
1669741200000,METAR SBCT 291700Z 11008KT 080V140 9999 FEW007 BKN012 BKN020 19/18 Q1009=,SBCT
1669743600000,SPECI SBCT 291740Z 12009KT 070V150 4000 -RA BR SCT007 BKN012 BKN020 19/18 Q1009=,SBCT
1669744800000,METAR SBCT 291800Z 12008KT 6000 -RA SCT007 BKN012 BKN025 18/18 Q1009=,SBCT
1669748400000,METAR SBCT 291900Z 12012KT 7000 -RA FEW008 BKN013 BKN020 20/17 Q1009=,SBCT
1669752000000,METAR SBCT 292000Z 12011KT 9000 BKN013 BKN020 20/18 Q1008=,SBCT
1669755600000,METAR SBCT 292100Z 12007KT 100V160 8000 3000SE -RA BKN010 BKN015 18/18 Q1009=,SBCT
1669759200000,METAR SBCT 292200Z 13010KT 4000 -RA BR BKN010 BKN015 17/17 Q1009=,SBCT
1669762800000,METAR SBCT 292300Z 14008KT 6000 BKN008 BKN015 17/17 Q1010=,SBCT
