hora,metar,aero
1676246400000,METAR SBBR 130000Z 27004KT 9999 VCTS SCT040 FEW045CB BKN100 23/18 Q1017 RETS=,SBBR
1676250000000,METAR SBBR 130100Z 26003KT 9999 VCTS SCT040 FEW045CB SCT090 23/18 Q1018=,SBBR
1676253600000,METAR SBBR 130200Z VRB01KT 9999 FEW040 FEW045TCU SCT080 23/19 Q1018=,SBBR
1676257200000,METAR SBBR 130300Z 21002KT 9999 FEW020 23/18 Q1018=,SBBR
1676260800000,METAR SBBR 130400Z 17006KT 9999 FEW030 22/19 Q1017=,SBBR
1676264400000,METAR SBBR 130500Z 00000KT CAVOK 21/18 Q1017=,SBBR
1676268000000,METAR SBBR 130600Z 20002KT 9999 FEW030 21/18 Q1017=,SBBR
1676271600000,METAR SBBR 130700Z VRB02KT CAVOK 21/18 Q1017=,SBBR
1676275200000,METAR SBBR 130800Z 17006KT CAVOK 21/18 Q1017=,SBBR
1676278800000,METAR SBBR 130900Z 17006KT CAVOK 21/18 Q1017=,SBBR
1676282400000,METAR SBBR 131000Z 20003KT 160V240 9999 FEW045 SCT070 20/18 Q1018=,SBBR
1676286000000,METAR SBBR 131100Z 12003KT 050V170 9999 FEW035 22/18 Q1019=,SBBR
1676289600000,METAR SBBR 131200Z 09006KT 050V130 9999 FEW017 24/19 Q1019=,SBBR
1676293200000,METAR SBBR 131300Z 08008KT 030V130 9999 FEW020 25/19 Q1020=,SBBR
1676296800000,METAR SBBR 131400Z 07008KT 030V110 9999 FEW020 27/17 Q1019=,SBBR
1676300400000,METAR SBBR 131500Z 05009KT 010V100 9999 SCT030 27/16 Q1019=,SBBR
1676304000000,METAR SBBR 131600Z 08010KT 050V110 9999 FEW040 SCT100 29/15 Q1018=,SBBR
1676307600000,METAR SBBR 131700Z 06009KT 360V090 9999 FEW040 SCT100 29/15 Q1017=,SBBR
1676311200000,METAR SBBR 131800Z 07008KT 9999 SCT040 SCT100 30/14 Q1017=,SBBR
1676314800000,METAR SBBR 131900Z 07006KT 9999 FEW040 SCT100 30/14 Q1016=,SBBR
1676318400000,METAR SBBR 132000Z 08007KT 9999 FEW040 SCT100 29/14 Q1016=,SBBR
