hora,metar,aero
1667433600000,METAR SBBR 030000Z 18002KT 9999 FEW020 BKN040 BKN100 21/18 Q1019=,SBBR
1667437200000,METAR SBBR 030100Z 19003KT 160V220 9999 SCT020 BKN040 BKN100 20/18 Q1019=,SBBR
1667439720000,SPECI SBBR 030142Z 23005KT 8000 RA BKN010 OVC100 20/19 Q1019=,SBBR
1667440800000,METAR SBBR 030200Z 22006KT 7000 -RA BKN010 OVC100 20/19 Q1019 RERA=,SBBR
1667444400000,METAR SBBR 030300Z 21009KT 5000 -RA BKN010 OVC100 19/18 Q1018=,SBBR
1667448000000,METAR SBBR 030400Z 20007KT 9000 -RA FEW008 BKN013 OVC100 18/18 Q1018=,SBBR
1667451600000,METAR SBBR 030500Z 22007KT 9999 -RA FEW007 BKN009 OVC100 18/17 Q1017=,SBBR
1667455200000,METAR SBBR 030600Z 16007KT 9999 SCT005 BKN007 OVC080 18/17 Q1017=,SBBR
1667458800000,METAR SBBR 030700Z 16008KT 9999 SCT005 BKN009 OVC080 18/17 Q1017=,SBBR
1667462400000,METAR SBBR 030800Z 16009KT 9999 BKN003 OVC080 17/17 Q1017=,SBBR
1667466000000,METAR SBBR 030900Z 16007KT 9999 3700E FEW003 BKN003 OVC080 17/17 Q1018=,SBBR
1667468700000,SPECI SBBR 030945Z 17007KT 2000 BR OVC004 17/16 Q1019=,SBBR
1667469600000,METAR SBBR 031000Z 17008KT 130V190 2000 BR OVC003 17/16 Q1019=,SBBR
1667472300000,SPECI SBBR 031045Z 17008KT 4000 DZ BR OVC003 17/16 Q1019=,SBBR
1667473200000,METAR SBBR 031100Z 16008KT 4000 DZ BR OVC005 17/16 Q1019=,SBBR
1667476800000,METAR SBBR 031200Z 16009KT 4000 DZ BR OVC005 17/16 Q1020=,SBBR
1667480400000,METAR SBBR 031300Z 15008KT 120V200 5000 DZ BR OVC006 17/16 Q1020=,SBBR
1667484000000,METAR SBBR 031400Z 15007KT 130V190 9999 OVC008 19/16 Q1020 REDZ=,SBBR
1667487600000,METAR SBBR 031500Z 12009KT 090V150 9999 BKN010 20/16 Q1019=,SBBR
1667491200000,METAR SBBR 031600Z 16011KT 9999 BKN014 20/16 Q1018=,SBBR
1667494800000,METAR SBBR 031700Z 17008KT 120V200 9999 OVC015 21/17 Q1018=,SBBR
1667498400000,METAR SBBR 031800Z 16007KT 9999 OVC015 21/16 Q1017=,SBBR
1667502000000,METAR SBBR 031900Z 16009KT 9999 OVC015 20/16 Q1017=,SBBR
1667505600000,METAR SBBR 032000Z 18009KT 9999 BKN016 BKN100 20/16 Q1017=,SBBR
1667509200000,METAR SBBR 032100Z 16008KT 9999 SCT010 BKN016 BKN100 19/16 Q1018=,SBBR
1667511900000,SPECI SBBR 032145Z 14010KT 9999 BKN007 BKN100 18/16 Q1018=,SBBR
1667512800000,METAR SBBR 032200Z 14008KT 110V180 9999 BKN007 BKN100 18/16 Q1018=,SBBR
1667516400000,METAR SBBR 032300Z 14008KT 9999 BKN007 BKN100 18/16 Q1019=,SBBR
1667433600000,METAR SBCF 030000Z 14008KT 9999 SCT010 BKN025 OVC055 16/15 Q1020=,SBCF
1667437200000,METAR SBCF 030100Z 14009KT 9999 SCT012 BKN020 15/14 Q1021=,SBCF
1667440800000,METAR SBCF 030200Z 14009KT 5000 -DZRA SCT009 BKN018 OVC050 15/13 Q1021=,SBCF
1667444400000,METAR SBCF 030300Z 14009KT 2000 -RA BKN009 BKN012 14/13 Q1020=,SBCF
1667448000000,METAR SBCF 030400Z 14007KT 2000 -RA BKN006 BKN010 14/13 Q1019=,SBCF
1667451600000,METAR COR SBCF 030500Z 15007KT 3000 -RA BKN003 OVC012 14/13 Q1019=,SBCF
1667455200000,METAR SBCF 030600Z 14006KT 8000 BKN004 BKN018 14/13 Q1019=,SBCF
