hora,metar,aero
1678320000000,METAR SBBR 090000Z 07002KT 9999 FEW020 21/17 Q1019=,SBBR
1678323600000,METAR SBBR 090100Z VRB02KT 9999 FEW030 SCT100 22/18 Q1020=,SBBR
1678327200000,METAR SBBR 090200Z 26004KT CAVOK 21/18 Q1020=,SBBR
1678330800000,METAR SBBR 090300Z 28004KT 9999 FEW030 SCT090 20/18 Q1020=,SBBR
1678334400000,METAR SBBR 090400Z 21003KT 180V250 9999 FEW030 BKN090 21/18 Q1020=,SBBR
1678338000000,METAR SBBR 090500Z VRB02KT 9999 SCT035 BKN100 21/18 Q1019=,SBBR
1678341600000,METAR SBBR 090600Z 20003KT 170V240 9999 BKN030 BKN090 20/18 Q1019=,SBBR
1678345200000,METAR SBBR 090700Z VRB02KT 9999 BKN020 FEW025TCU BKN080 20/18 Q1019=,SBBR
1678348800000,METAR SBBR 090800Z VRB02KT 5000 -RA BKN004 BKN020 FEW025TCU 20/18 Q1019=,SBBR
1678352400000,METAR SBBR 090900Z 12008KT 280V350 3000 RA BKN004 FEW025TCU BKN070 19/18 Q1020=,SBBR
1678353600000,SPECI SBBR 090920Z 20006KT 5000 -RA BKN008 FEW030TCU OVC070 19/18 Q1019 RERA=,SBBR
1678356000000,METAR SBBR 091000Z 24004KT 210V270 8000 -RA BKN009 OVC070 19/17 Q1020 RERA=,SBBR
1678359600000,METAR SBBR 091100Z VRB01KT 9999 -RA FEW005 SCT020 OVC070 19/18 Q1020=,SBBR
1678363200000,METAR SBBR 091200Z VRB02KT 9999 BKN013 OVC070 21/18 Q1021=,SBBR
1678366800000,METAR SBBR 091300Z 11006KT 9999 BKN013 OVC070 22/19 Q1021=,SBBR
1678370400000,METAR SBBR 091400Z 13008KT 9999 BKN014 OVC070 23/18 Q1021=,SBBR
1678374000000,METAR SBBR 091500Z 07007KT 9999 BKN020 OVC070 23/17 Q1020=,SBBR
1678377600000,METAR SBBR 091600Z 09006KT 050V120 9999 SCT023 OVC070 24/17 Q1019=,SBBR
1678381200000,METAR SBBR 091700Z 09005KT 050V130 9999 SCT023 FEW030TCU OVC070 25/17 Q1018=,SBBR
1678384800000,METAR SBBR 091800Z 08005KT 030V120 9999 SCT035 FEW040TCU BKN090 26/18 Q1017=,SBBR
1678388400000,METAR SBBR 091900Z 08006KT 040V110 9999 SCT040 FEW045TCU SCT100 27/17 Q1016=,SBBR
1678392000000,METAR SBBR 092000Z 06004KT 020V090 9999 SCT040 FEW045TCU SCT100 27/17 Q1016=,SBBR
1678395600000,METAR SBBR 092100Z 12006KT 9999 SCT040 FEW045TCU SCT100 26/18 Q1016=,SBBR
1678399200000,METAR SBBR 092200Z 12006KT 9999 SCT040 FEW045TCU SCT100 25/19 Q1016=,SBBR
1678402800000,METAR SBBR 092300Z 25004KT 9999 VCTS BKN040 FEW045CB BKN100 24/18 Q1017=,SBBR
1678320000000,METAR SBCF 090000Z 07007KT 9999 FEW040 SCT100 23/19 Q1019=,SBCF
