hora,metar,aero
1673395200000,METAR SBBR 110000Z 18004KT 110V200 9999 VCTS FEW040 FEW045CB BKN100 22/17 Q1019=,SBBR
1673398800000,METAR SBBR 110100Z 21004KT 9999 VCTS SCT040 FEW045CB BKN100 21/18 Q1020=,SBBR
1673402400000,METAR SBBR 110200Z 13002KT 9999 VCTS FEW025 SCT033 FEW040CB BKN080 22/17 Q1021=,SBBR
1673406000000,METAR SBBR 110300Z 18005KT 9999 VCTS FEW025 SCT035 FEW040CB BKN080 21/18 Q1021=,SBBR
1673409600000,METAR SBBR 110400Z VRB02KT 9999 VCTS FEW035 FEW040CB BKN090 20/18 Q1020=,SBBR
1673413200000,METAR SBBR 110500Z 18005KT 110V220 9999 VCTS FEW025 FEW030CB BKN100 20/18 Q1020=,SBBR
1673416800000,METAR SBBR 110600Z VRB02KT 9999 SCT030 SCT100 19/17 Q1020=,SBBR
1673420400000,METAR SBBR 110700Z 30001KT 9999 BKN030 FEW035TCU BKN090 19/17 Q1019=,SBBR
1673424000000,METAR SBBR 110800Z 25003KT 9999 BKN030 FEW035TCU BKN090 20/17 Q1019=,SBBR
1673427600000,METAR SBBR 110900Z 22003KT 9999 FEW030 SCT100 19/17 Q1020=,SBBR
1673431200000,METAR SBBR 111000Z 07003KT 020V100 9999 FEW030 SCT100 20/17 Q1020=,SBBR
1673434800000,METAR SBBR 111100Z VRB02KT 9999 FEW030 BKN100 21/17 Q1021=,SBBR
1673438400000,METAR SBBR 111200Z VRB02KT 9999 FEW030 BKN100 24/17 Q1021=,SBBR
1673442000000,METAR SBBR 111300Z 07002KT 9999 SCT030 BKN100 26/16 Q1021=,SBBR
1673445600000,METAR SBBR 111400Z VRB06KT 9999 SCT030 FEW036TCU BKN100 26/17 Q1021=,SBBR
1673448000000,SPECI SBBR 111440Z 02008KT 340V060 9999 SHRA TS SCT030 FEW036CB BKN100 26/17 Q1021=,SBBR
1673449200000,METAR SBBR 111500Z 29018G29KT 260V340 3000 -TSRA SCT030 FEW036CB BKN100 22/15 Q1020 RESHRA=,SBBR
1673450700000,SPECI SBBR 111525Z 26008KT 9999 TS VCSH SCT030 FEW036CB BKN100 23/15 Q1020=,SBBR
1673452800000,METAR SBBR 111600Z 24004KT 9999 SCT030 FEW036TCU BKN100 24/17 Q1020 RETS=,SBBR
1673456400000,METAR SBBR 111700Z 23007KT 180V310 9999 VCSH VCTS SCT030 FEW036CB BKN100 23/17 Q1019=,SBBR
1673457300000,SPECI SBBR 111715Z VRB04KT 5000 -TSRA SCT040 FEW045CB BKN100 24/17 Q1019=,SBBR
1673460000000,METAR SBBR 111800Z 06012KT 5000 -TSRA SCT040 FEW045CB BKN100 21/17 Q1019=,SBBR
1673463600000,METAR SBBR 111900Z 34004KT 300V020 9000 -RA VCTS SCT040 FEW045CB BKN100 21/18 Q1018 RETS=,SBBR
1673467200000,METAR SBBR 112000Z 01004KT 340V040 9999 SCT040 FEW045TCU BKN100 22/18 Q1017=,SBBR
1673470800000,METAR SBBR 112100Z 29003KT 9999 SCT040 FEW045TCU SCT100 22/18 Q1017=,SBBR
1673474400000,METAR SBBR 112200Z 35002KT 9999 FEW040 BKN100 22/18 Q1017=,SBBR
1673478000000,METAR SBBR 112300Z 00000KT 9999 FEW040 SCT100 21/17 Q1018=,SBBR
1673395200000,METAR SBCF 110000Z 13004KT CAVOK 21/19 Q1018=,SBCF
1673398800000,METAR SBCF 110100Z 17002KT CAVOK 20/19 Q1019=,SBCF
1673402400000,METAR SBCF 110200Z 15002KT CAVOK 20/19 Q1019=,SBCF
1673406000000,METAR SBCF 110300Z 13003KT 9999 TS FEW035 FEW040CB SCT100 20/18 Q1018=,SBCF
1673409600000,METAR SBCF 110400Z 13005KT 9999 TS FEW035 FEW040CB SCT100 19/18 Q1018=,SBCF
1673413200000,METAR SBCF 110500Z 14002KT 9999 TS FEW035 FEW040CB SCT100 19/18 Q1018=,SBCF
1673416800000,METAR SBCF 110600Z 18002KT 9999 FEW035 SCT100 19/18 Q1018 RETS=,SBCF
1673420400000,METAR SBCF 110700Z 11003KT CAVOK 20/18 Q1018=,SBCF
1673424000000,METAR SBCF 110800Z 14003KT 9999 FEW017 SCT060 19/18 Q1018=,SBCF
1673427600000,METAR SBCF 110900Z 10004KT 9999 FEW017 SCT050 20/18 Q1019=,SBCF
1673431200000,METAR SBCF 111000Z VRB02KT 8000 FEW010 BKN050 20/18 Q1020=,SBCF
1673434800000,METAR SBCF 111100Z VRB02KT 9000 FEW030 BKN100 22/19 Q1020=,SBCF
1673438400000,METAR SBCF 111200Z VRB02KT 9999 FEW030 BKN070 22/19 Q1020=,SBCF
1673442000000,METAR SBCF 111300Z VRB03KT 9999 SCT020 BKN100 25/20 Q1020=,SBCF
1673445600000,METAR SBCF 111400Z VRB04KT 9999 VCSH BKN025 FEW030TCU 25/19 Q1020=,SBCF
1673449200000,METAR SBCF 111500Z VRB04KT 9999 VCSH BKN030 FEW035TCU 27/19 Q1019=,SBCF
1673450220000,SPECI SBCF 111517Z 28012KT 9999 -TSRA BKN030 FEW035CB 24/20 Q1019=,SBCF
1673452800000,METAR SBCF 111600Z 25005KT 9999 VCSH SCT030 FEW035TCU SCT100 24/20 Q1018 RETS=,SBCF
1673456400000,METAR SBCF 111700Z 17004KT 9999 SCT030 FEW035TCU SCT100 26/20 Q1017=,SBCF
1673460000000,METAR SBCF 111800Z 17004KT 9999 SCT033 FEW035TCU SCT100 28/19 Q1016=,SBCF
1673463600000,METAR SBCF 111900Z 03003KT 9999 TS VCSH SCT035 FEW040CB BKN100 27/19 Q1015=,SBCF
1673464560000,SPECI SBCF 111916Z 11005KT 4000 -TSRA BKN035 FEW040CB BKN100 27/19 Q1016=,SBCF
1673467200000,METAR SBCF 112000Z 06007KT 1500 R16R/0650 R34L/P2000 +TSRA SCT010 BKN025 FEW040CB 21/19 Q1017=,SBCF
1673467980000,SPECI SBCF 112013Z 12009KT 2000 TSRA SCT010 BKN020 FEW040CB 20/19 Q1017 RERA=,SBCF
1673469000000,SPECI SBCF 112030Z 09014KT 4000 -TSRA FEW011 BKN025 FEW040CB 21/18 Q1016 RERA=,SBCF
1673470800000,METAR SBCF 112100Z 08007KT 9000 -TSRA FEW025 FEW040CB SCT045 BKN100 21/19 Q1017 RERA=,SBCF
1673474400000,METAR SBCF 112200Z 07004KT 9999 VCSH VCTS SCT043 FEW045CB BKN100 20/18 Q1017 RETS=,SBCF
1673478000000,METAR SBCF 112300Z 14005KT 9999 VCSH VCTS SCT043 FEW045CB BKN100 19/18 Q1018=,SBCF
1673395200000,METAR SBCT 110000Z 11005KT 080V140 9999 OVC006 18/18 Q1017=,SBCT
1673398800000,METAR SBCT 110100Z 11004KT 080V140 9999 BKN005 OVC011 18/18 Q1018=,SBCT
1673402400000,METAR SBCT 110200Z 14003KT 100V160 9999 SCT003 BKN010 18/18 Q1018=,SBCT
1673406000000,METAR SBCT 110300Z 08002KT 9999 -RA BKN006 OVC010 18/18 Q1018=,SBCT
1673409600000,METAR SBCT 110400Z 03003KT 360V070 9999 SCT006 BKN080 18/18 Q1017=,SBCT
1673413200000,METAR SBCT 110500Z 03004KT 9999 BKN006 BKN080 18/18 Q1016=,SBCT
1673416800000,METAR SBCT 110600Z 36003KT 9999 BKN004 18/18 Q1016=,SBCT
1673420400000,METAR SBCT 110700Z 02003KT 9999 BKN004 18/18 Q1016=,SBCT
1673424000000,METAR SBCT 110800Z 03004KT 9999 BKN003 18/18 Q1016=,SBCT
1673427600000,METAR SBCT 110900Z 04005KT 4000 -DZ OVC004 18/18 Q1016=,SBCT
1673431200000,METAR SBCT 111000Z 01005KT 5000 BR FEW002 BKN005 BKN090 18/18 Q1017=,SBCT
1673434800000,METAR SBCT 111100Z 36004KT 9999 OVC006 19/19 Q1017=,SBCT
1673438400000,METAR SBCT 111200Z 34005KT 9999 OVC011 21/20 Q1017=,SBCT
1673442000000,METAR SBCT 111300Z 29006KT 9999 BKN013 OVC018 22/20 Q1017=,SBCT
1673445600000,METAR SBCT 111400Z 29010KT 260V320 9999 SCT018 BKN030 24/20 Q1017=,SBCT
