hora,metar,aero
1678492800000,METAR SBBR 110000Z 25002KT 9999 FEW035 FEW045TCU BKN100 21/16 Q1018=,SBBR
1678496400000,METAR SBBR 110100Z 20003KT 9999 FEW035 FEW045TCU SCT100 22/16 Q1018=,SBBR
1678500000000,METAR SBBR 110200Z 19003KT CAVOK 21/16 Q1018=,SBBR
1678503600000,METAR SBBR 110300Z 35002KT CAVOK 19/17 Q1018=,SBBR
1678507200000,METAR SBBR 110400Z 27003KT CAVOK 19/17 Q1018=,SBBR
1678510800000,METAR SBBR 110500Z 27002KT 9999 FEW030 SCT080 19/17 Q1017=,SBBR
1678514400000,METAR SBBR 110600Z 28003KT 9999 FEW030 SCT090 19/17 Q1017=,SBBR
1678518000000,METAR SBBR 110700Z 11002KT CAVOK 19/16 Q1017=,SBBR
1678521600000,METAR SBBR 110800Z 27003KT CAVOK 18/16 Q1017=,SBBR
1678525200000,METAR SBBR 110900Z 30001KT CAVOK 18/16 Q1017=,SBBR
1678528800000,METAR SBBR 111000Z 00000KT CAVOK 20/17 Q1018=,SBBR
1678532400000,METAR SBBR 111100Z 36003KT 320V060 9999 FEW040 21/18 Q1019=,SBBR
1678536000000,METAR SBBR 111200Z 10008KT 070V140 9999 SCT040 24/18 Q1019=,SBBR
1678539600000,METAR SBBR 111300Z 09009KT 060V140 9999 BKN020 BKN090 24/19 Q1019=,SBBR
1678543200000,METAR SBBR 111400Z 09009KT 060V140 9999 BKN020 BKN100 25/18 Q1019=,SBBR
1678546800000,METAR SBBR 111500Z 08005KT 050V150 9999 BKN030 FEW040TCU BKN100 26/19 Q1019=,SBBR
1678550400000,METAR SBBR 111600Z 09005KT 010V120 9999 BKN040 FEW045TCU BKN100 27/16 Q1018=,SBBR
1678554000000,METAR SBBR 111700Z 08004KT 050V140 9999 BKN040 FEW045TCU BKN100 27/17 Q1016=,SBBR
1678557600000,METAR SBBR 111800Z 27007KT 9999 BKN040 FEW045TCU BKN100 25/19 Q1016=,SBBR
1678561200000,METAR SBBR 111900Z 29006KT 9999 BKN035 FEW040TCU BKN100 25/19 Q1016=,SBBR
1678564800000,METAR SBBR 112000Z 34002KT 9999 BKN035 FEW040TCU BKN100 23/18 Q1016=,SBBR
1678568400000,METAR SBBR 112100Z 21002KT 9999 SCT040 FEW045TCU BKN100 24/18 Q1017=,SBBR
1678572000000,METAR SBBR 112200Z 17007KT 9999 FEW020 SCT040 FEW045TCU BKN100 22/17 Q1018=,SBBR
1678575600000,METAR SBBR 112300Z 19005KT 9999 SCT040 FEW045TCU SCT100 21/17 Q1019=,SBBR
1678492800000,METAR SBCF 110000Z 09008KT 9999 VCTS FEW050CB 24/17 Q1017=,SBCF
1678496400000,METAR SBCF 110100Z 08007KT 9999 VCTS FEW050CB 24/17 Q1018=,SBCF
1678500000000,METAR SBCF 110200Z 00000KT 9999 VCTS FEW050CB 23/18 Q1018=,SBCF
1678503600000,METAR SBCF 110300Z 10006KT CAVOK 23/17 Q1017=,SBCF
1678507200000,METAR SBCF 110400Z 13003KT CAVOK 22/17 Q1017=,SBCF
1678510800000,METAR SBCF 110500Z 15002KT CAVOK 22/17 Q1017=,SBCF
1678514400000,METAR SBCF 110600Z 20001KT CAVOK 22/17 Q1017=,SBCF
1678518000000,METAR SBCF 110700Z 17002KT CAVOK 21/17 Q1017=,SBCF
1678521600000,METAR SBCF 110800Z 13003KT CAVOK 21/17 Q1095=,SBCF
1678525200000,METAR SBCF 110900Z 14002KT CAVOK 20/17 Q1017=,SBCF
1678528800000,METAR SBCF 111000Z 04006KT CAVOK 22/17 Q1018=,SBCF
1678532400000,METAR SBCF 111100Z 05007KT CAVOK 23/17 Q1019=,SBCF
1678536000000,METAR SBCF 111200Z 02009KT 9999 FEW020 24/17 Q1019=,SBCF
1678539600000,METAR SBCF 111300Z 04008KT 9999 FEW030 25/16 Q1019=,SBCF
1678543200000,METAR SBCF 111400Z 08004KT 9999 SCT033 26/17 Q1019=,SBCF
1678546800000,METAR SBCF 111500Z 35002KT 9999 SCT040 27/17 Q1018=,SBCF
1678550400000,METAR SBCF 111600Z 06003KT 9999 SCT040 28/16 Q1018=,SBCF
1678554000000,METAR SBCF 111700Z 34003KT 9999 SCT040 28/16 Q1016=,SBCF
1678557600000,METAR SBCF 111800Z 15004KT 9999 SCT040 29/18 Q1015=,SBCF
1678561200000,METAR SBCF 111900Z 09005KT 9999 FEW040 28/17 Q1015=,SBCF
1678564800000,METAR SBCF 112000Z 16003KT 9999 FEW040 27/18 Q1015=,SBCF
1678568400000,METAR SBCF 112100Z 13006KT 9999 FEW040 26/18 Q1016=,SBCF
1678572000000,METAR SBCF 112200Z 11008KT CAVOK 26/17 Q1016=,SBCF
1678575600000,METAR SBCF 112300Z 10006KT CAVOK 26/17 Q1017=,SBCF
1678492800000,METAR SBCT 110000Z 11003KT 9999 BKN008 BKN090 18/18 Q1019=,SBCT
1678496400000,METAR SBCT 110100Z 12004KT 9999 OVC010 19/18 Q1019=,SBCT
