hora,metar,aero
1675123200000,METAR SBBR 310000Z 20005KT 9999 SCT045 FEW048TCU BKN100 23/18 Q1018=,SBBR
1675126800000,METAR SBBR 310100Z 24004KT 9999 SCT045 FEW048TCU BKN100 22/18 Q1018=,SBBR
1675130400000,METAR SBBR 310200Z 10010KT 9999 SCT040 FEW048TCU BKN100 22/17 Q1018=,SBBR
1675134000000,METAR COR SBBR 310300Z 20003KT 9999 FEW020 SCT100 20/17 Q1017=,SBBR
1675137600000,METAR SBBR 310400Z 27002KT 9999 FEW017 SCT080 20/17 Q1018=,SBBR
1675141200000,METAR SBBR 310500Z 09003KT 9999 FEW017 SCT100 20/18 Q1017=,SBBR
1675144800000,METAR SBBR 310600Z 19003KT 9999 FEW020 SCT100 20/17 Q1017=,SBBR
1675148400000,METAR SBBR 310700Z 16004KT 9999 FEW020 BKN100 20/18 Q1017=,SBBR
1675152000000,METAR SBBR 310800Z 09003KT 8000 RA BKN006 BKN100 20/18 Q1017=,SBBR
1675155600000,METAR SBBR 310900Z 33001KT 9999 FEW010 SCT020 BKN080 19/18 Q1017 RERA=,SBBR
1675159200000,METAR SBBR 311000Z 00000KT 9999 FEW005 SCT020 BKN080 20/18 Q1018=,SBBR
1675162800000,METAR SBBR 311100Z VRB02KT 9999 SCT020 BKN080 21/19 Q1018=,SBBR
1675166400000,METAR SBBR 311200Z 10008KT 070V130 9999 BKN015 BKN080 23/18 Q1019=,SBBR
1675170000000,METAR SBBR 311300Z 08007KT 040V120 9999 BKN021 25/18 Q1019=,SBBR
1675173600000,METAR SBBR 311400Z 09012KT 050V120 9999 BKN025 26/18 Q1018=,SBBR
1675177200000,METAR SBBR 311500Z 08009KT 020V130 9999 BKN030 26/17 Q1018=,SBBR
1675180800000,METAR SBBR 311600Z 06009KT 010V130 9999 SCT040 FEW045TCU 28/17 Q1017=,SBBR
1675184400000,METAR SBBR 311700Z 06008KT 360V100 9999 SCT040 FEW045TCU 28/16 Q1017=,SBBR
1675188000000,METAR SBBR 311800Z 08009KT 9999 SCT040 FEW045TCU SCT100 28/15 Q1016=,SBBR
1675191600000,METAR SBBR 311900Z 08009KT 040V110 9999 SCT040 FEW045TCU SCT100 29/14 Q1015=,SBBR
1675195200000,METAR SBBR 312000Z 06006KT 010V090 9999 SCT040 SCT100 29/14 Q1015=,SBBR
1675198800000,METAR SBBR 312100Z 10008KT 9999 SCT040 FEW045TCU SCT100 27/14 Q1015=,SBBR
1675202400000,METAR SBBR 312200Z 08007KT 9999 SCT040 FEW045TCU SCT100 26/15 Q1016=,SBBR
1675206000000,METAR SBBR 312300Z 09003KT 050V110 9999 FEW040 SCT100 25/16 Q1017=,SBBR
1675123200000,METAR SBCF 310000Z 11002KT CAVOK 20/19 Q1017=,SBCF
1675126800000,METAR SBCF 310100Z 11006KT CAVOK 21/19 Q1018=,SBCF
1675130400000,METAR SBCF 310200Z 10006KT CAVOK 21/19 Q1018=,SBCF
1675134000000,METAR SBCF 310300Z 09006KT CAVOK 21/18 Q1017=,SBCF
1675137600000,METAR SBCF 310400Z 13003KT CAVOK 20/18 Q1017=,SBCF
1675141200000,METAR SBCF 310500Z 16002KT CAVOK 19/18 Q1017=,SBCF
1675144800000,METAR SBCF 310600Z 06004KT CAVOK 20/18 Q1016=,SBCF
1675148400000,METAR SBCF 310700Z 17002KT CAVOK 20/17 Q1017=,SBCF
1675152000000,METAR SBCF 310800Z 11001KT CAVOK 19/17 Q1017=,SBCF
1675155600000,METAR SBCF 310900Z 08003KT CAVOK 20/18 Q1018=,SBCF
1675159200000,METAR SBCF 311000Z 08003KT CAVOK 22/18 Q1018=,SBCF
1675162800000,METAR SBCF 311100Z 06005KT 9999 FEW020 23/18 Q1019=,SBCF
1675166400000,METAR SBCF 311200Z 03008KT 360V070 9999 SCT021 24/18 Q1019=,SBCF
1675170000000,METAR SBCF 311300Z 03008KT 9999 BKN025 25/17 Q1019=,SBCF
1675173600000,METAR SBCF 311400Z 04006KT 340V110 9999 BKN033 26/17 Q1018=,SBCF
1675177200000,METAR SBCF 311500Z 01005KT 340V090 9999 BKN040 27/18 Q1018=,SBCF
1675180800000,METAR SBCF 311600Z 34004KT 290V050 9999 BKN040 28/18 Q1017=,SBCF
1675184400000,METAR SBCF 311700Z 01004KT 9999 BKN045 27/17 Q1016=,SBCF
1675188000000,METAR SBCF 311800Z 33002KT 9999 BKN045 29/17 Q1016=,SBCF
1675191600000,METAR SBCF 311900Z 35003KT 9999 SCT045 29/17 Q1015=,SBCF
1675195200000,METAR SBCF 312000Z 04006KT 9999 SCT045 28/18 Q1015=,SBCF
