hora,metar,aero
1665532800000,METAR SBBR 120000Z 09005KT CAVOK 26/09 Q1020=,SBBR
1665536400000,METAR SBBR 120100Z 11006KT CAVOK 26/07 Q1020=,SBBR
1665540000000,METAR SBBR 120200Z 08003KT 300V100 CAVOK 25/09 Q1020=,SBBR
1665543600000,METAR SBBR 120300Z 08007KT CAVOK 26/06 Q1020=,SBBR
1665547200000,METAR SBBR 120400Z 08006KT CAVOK 25/07 Q1019=,SBBR
1665550800000,METAR SBBR 120500Z 09006KT CAVOK 24/07 Q1019=,SBBR
1665554400000,METAR SBBR 120600Z 14006KT CAVOK 24/07 Q1018=,SBBR
1665558000000,METAR SBBR 120700Z 09004KT CAVOK 21/08 Q1018=,SBBR
1665561600000,METAR SBBR 120800Z 05003KT CAVOK 22/08 Q1019=,SBBR
1665565200000,METAR SBBR 120900Z VRB02KT CAVOK 19/08 Q1019=,SBBR
1665568800000,METAR SBBR 121000Z 36004KT 310V040 CAVOK 22/09 Q1020=,SBBR
1665572400000,METAR SBBR 121100Z 07009KT CAVOK 24/09 Q1021=,SBBR
1665576000000,METAR SBBR 121200Z 08011KT CAVOK 25/10 Q1021=,SBBR
1665579600000,METAR SBBR 121300Z 07014KT CAVOK 27/10 Q1021=,SBBR
1665583200000,METAR SBBR 121400Z 09014G27KT CAVOK 28/10 Q1020=,SBBR
1665586800000,METAR SBBR 121500Z 07012KT 030V100 CAVOK 30/11 Q1019=,SBBR
1665590400000,METAR SBBR 121600Z 06011KT 040V110 CAVOK 30/08 Q1018=,SBBR
1665594000000,METAR SBBR 121700Z 08009KT 010V120 CAVOK 32/09 Q1017=,SBBR
1665597600000,METAR SBBR 121800Z 10009KT CAVOK 31/07 Q1017=,SBBR
1665601200000,METAR SBBR 121900Z 08007KT CAVOK 31/07 Q1016=,SBBR
1665604800000,METAR SBBR 122000Z 08007KT CAVOK 31/06 Q1016=,SBBR
1665608400000,METAR SBBR 122100Z 12009KT CAVOK 30/05 Q1016=,SBBR
1665612000000,METAR SBBR 122200Z 13009KT CAVOK 28/06 Q1016=,SBBR
1665615600000,METAR SBBR 122300Z 12008KT CAVOK 27/06 Q1017=,SBBR
1665532800000,METAR SBCF 120000Z 08008KT CAVOK 25/13 Q1021=,SBCF
1665536400000,METAR SBCF 120100Z 10008KT CAVOK 23/15 Q1021=,SBCF
1665540000000,METAR SBCF 120200Z 13002KT CAVOK 22/14 Q1022=,SBCF
1665543600000,METAR SBCF 120300Z 11005KT CAVOK 22/14 Q1021=,SBCF
1665547200000,METAR SBCF 120400Z 17002KT CAVOK 21/14 Q1020=,SBCF
1665550800000,METAR SBCF 120500Z 19002KT CAVOK 20/14 Q1020=,SBCF
1665554400000,METAR SBCF 120600Z 11003KT CAVOK 21/14 Q1019=,SBCF
1665558000000,METAR SBCF 120700Z 10003KT CAVOK 20/14 Q1019=,SBCF
1665561600000,METAR SBCF 120800Z 12004KT CAVOK 20/14 Q1020=,SBCF
1665565200000,METAR SBCF 120900Z 11004KT CAVOK 19/14 Q1020=,SBCF
1665568800000,METAR SBCF 121000Z 12005KT 080V190 CAVOK 21/14 Q1021=,SBCF
1665572400000,METAR SBCF 121100Z 10006KT CAVOK 23/15 Q1022=,SBCF
1665576000000,METAR SBCF 121200Z 09005KT 030V130 CAVOK 26/14 Q1022=,SBCF
1665579600000,METAR SBCF 121300Z 02010KT CAVOK 27/14 Q1021=,SBCF
1665583200000,METAR SBCF 121400Z VRB07KT CAVOK 29/13 Q1021=,SBCF
1665586800000,METAR SBCF 121500Z 36010KT 320V050 CAVOK 30/10 Q1020=,SBCF
1665590400000,METAR SBCF 121600Z 02011KT 340V080 9999 FEW040 32/08 Q1019=,SBCF
1665594000000,METAR SBCF 121700Z 35013KT 9999 FEW040 32/07 Q1018=,SBCF
1665597600000,METAR SBCF 121800Z 36012KT 9999 FEW040 32/08 Q1017=,SBCF
1665601200000,METAR SBCF 121900Z 03011KT 9999 FEW040 32/09 Q1017=,SBCF
1665604800000,METAR SBCF 122000Z 05007KT CAVOK 31/08 Q1017=,SBCF
1665608400000,METAR SBCF 122100Z 04009KT CAVOK 29/07 Q1018=,SBCF
1665612000000,METAR SBCF 122200Z 06008KT CAVOK 27/08 Q1018=,SBCF
1665615600000,METAR SBCF 122300Z 06007KT CAVOK 26/10 Q1019=,SBCF
1665532800000,METAR SBCT 120000Z 15005KT 110V180 7000 -TSRA SCT009 SCT040 FEW050CB BKN080 16/16 Q1021 RERA=,SBCT
1665534300000,SPECI SBCT 120025Z 17006KT 5000 -TSRA BKN006 FEW040CB BKN080 16/16 Q1021=,SBCT
1665536400000,METAR SBCT 120100Z 20010KT 5000 -RA BKN006 BKN025 OVC080 15/15 Q1022 RETS=,SBCT
1665540000000,METAR SBCT 120200Z 11003KT 4000 -RA BKN009 BKN025 OVC070 15/15 Q1022=,SBCT
1665543600000,METAR SBCT 120300Z 02003KT 350V070 4000 -RA BKN010 BKN025 OVC070 15/15 Q1021=,SBCT
1665547200000,METAR SBCT 120400Z 03003KT 4000 -RA BKN012 BKN025 OVC070 15/15 Q1020=,SBCT
1665550800000,METAR SBCT 120500Z 33003KT 4000 -RA BR BKN012 BKN030 OVC090 15/15 Q1018=,SBCT
1665554400000,METAR SBCT 120600Z 36003KT 5000 BR BKN012 BKN030 OVC090 15/15 Q1018=,SBCT
