hora,metar,aero
1658793600000,METAR SBBR 260000Z 11008KT CAVOK 21/11 Q1022=,SBBR
1658797200000,METAR SBBR 260100Z 12003KT CAVOK 19/11 Q1023=,SBBR
1658800800000,METAR SBBR 260200Z 13005KT CAVOK 19/11 Q1023=,SBBR
1658804400000,METAR SBBR 260300Z 08002KT CAVOK 17/10 Q1023=,SBBR
1658808000000,METAR SBBR 260400Z VRB02KT CAVOK 16/10 Q1022=,SBBR
1658811600000,METAR SBBR 260500Z 29003KT CAVOK 13/10 Q1022=,SBBR
1658815200000,METAR SBBR 260600Z VRB01KT CAVOK 14/10 Q1021=,SBBR
1658818800000,METAR SBBR 260700Z 00000KT CAVOK 13/10 Q1021=,SBBR
1658822400000,METAR SBBR 260800Z 07002KT CAVOK 12/10 Q1021=,SBBR
1658826000000,METAR SBBR 260900Z 09005KT CAVOK 14/10 Q1022=,SBBR
1658829600000,METAR SBBR 261000Z 10007KT CAVOK 14/10 Q1022=,SBBR
1658833200000,METAR SBBR 261100Z 09007KT CAVOK 16/10 Q1023=,SBBR
1658836800000,METAR SBBR 261200Z 07009KT CAVOK 18/11 Q1024=,SBBR
1658840400000,METAR SBBR 261300Z 06010KT CAVOK 20/11 Q1024=,SBBR
1658844000000,METAR SBBR 261400Z 07011KT 040V110 CAVOK 23/10 Q1023=,SBBR
1658847600000,METAR SBBR 261500Z 09009KT 050V120 CAVOK 23/09 Q1023=,SBBR
1658851200000,METAR SBBR 261600Z 10010KT 050V150 CAVOK 25/09 Q1022=,SBBR
1658854800000,METAR SBBR 261700Z 11010KT 080V150 CAVOK 26/08 Q1022=,SBBR
1658858400000,METAR SBBR 261800Z 12007KT 050V180 CAVOK 26/07 Q1021=,SBBR
1658793600000,METAR SBCF 260000Z 10007KT CAVOK 19/11 Q1023=,SBCF
1658797200000,METAR SBCF 260100Z 11004KT CAVOK 17/11 Q1023=,SBCF
1658800800000,METAR SBCF 260200Z 13002KT CAVOK 16/11 Q1023=,SBCF
1658804400000,METAR SBCF 260300Z 12002KT CAVOK 16/11 Q1023=,SBCF
1658808000000,METAR SBCF 260400Z 13003KT CAVOK 15/11 Q1023=,SBCF
1658811600000,METAR SBCF 260500Z 11002KT CAVOK 15/11 Q1022=,SBCF
1658815200000,METAR SBCF 260600Z 15002KT CAVOK 14/10 Q1022=,SBCF
1658818800000,METAR SBCF 260700Z 12002KT CAVOK 14/10 Q1022=,SBCF
1658822400000,METAR SBCF 260800Z 13002KT CAVOK 14/10 Q1022=,SBCF
1658826000000,METAR SBCF 260900Z 12004KT CAVOK 13/10 Q1022=,SBCF
1658829600000,METAR SBCF 261000Z 14003KT CAVOK 13/10 Q1023=,SBCF
1658833200000,METAR SBCF 261100Z VRB02KT CAVOK 14/11 Q1024=,SBCF
1658836800000,METAR SBCF 261200Z 16003KT 120V190 9999 FEW020 17/11 Q1025=,SBCF
1658840400000,METAR SBCF 261300Z 02006KT 350V080 9999 SCT025 20/11 Q1025=,SBCF
1658844000000,METAR SBCF 261400Z 08005KT 360V150 9999 SCT035 21/11 Q1025=,SBCF
1658847600000,METAR SBCF 261500Z 11006KT 050V210 9999 SCT040 23/11 Q1024=,SBCF
1658851200000,METAR SBCF 261600Z 13006KT 050V210 9999 FEW045 23/11 Q1023=,SBCF
1658854800000,METAR SBCF 261700Z 35004KT 9999 FEW045 25/11 Q1022=,SBCF
1658858400000,METAR SBCF 261800Z 08007KT CAVOK 24/10 Q1022=,SBCF
1658793600000,METAR SBCT 260000Z 10005KT CAVOK 15/10 Q1023=,SBCT
1658797200000,METAR SBCT 260100Z 12002KT CAVOK 15/10 Q1023=,SBCT
1658800800000,METAR SBCT 260200Z 09003KT CAVOK 14/10 Q1023=,SBCT
1658804400000,METAR SBCT 260300Z 10003KT CAVOK 13/10 Q1023=,SBCT
1658808000000,METAR SBCT 260400Z 08003KT CAVOK 12/10 Q1023=,SBCT
1658811600000,METAR SBCT 260500Z 10002KT CAVOK 11/09 Q1023=,SBCT
1658815200000,METAR SBCT 260600Z 07002KT CAVOK 11/09 Q1023=,SBCT
1658818800000,METAR SBCT 260700Z 14002KT CAVOK 10/09 Q1023=,SBCT
1658822400000,METAR SBCT 260800Z 06002KT CAVOK 10/09 Q1022=,SBCT
1658826000000,METAR SBCT 260900Z 00000KT CAVOK 10/08 Q1023=,SBCT
1658829600000,METAR SBCT 261000Z 13005KT CAVOK 08/07 Q1024=,SBCT
1658833200000,METAR SBCT 261100Z 09004KT 9000 NSC 10/09 Q1024=,SBCT
1658836800000,METAR SBCT 261200Z 06003KT 9000 NSC 13/11 Q1025=,SBCT
1658840400000,METAR SBCT 261300Z 07002KT CAVOK 15/12 Q1025=,SBCT
1658844000000,METAR SBCT 261400Z 07003KT 340V130 CAVOK 18/12 Q1025=,SBCT
1658847600000,METAR SBCT 261500Z 05003KT CAVOK 20/10 Q1025=,SBCT
1658851200000,METAR SBCT 261600Z 08005KT 040V190 CAVOK 21/14 Q1024=,SBCT
1658854800000,METAR SBCT 261700Z VRB02KT 9999 FEW035 21/12 Q1023=,SBCT
1658858400000,METAR SBCT 261800Z 11005KT 9999 FEW040 21/12 Q1022=,SBCT
1658793600000,METAR SBFL 260000Z 33005KT 9999 BKN007 18/17 Q1020=,SBFL
1658797200000,METAR SBFL 260100Z 33007KT 9999 BKN006 17/17 Q1020=,SBFL
1658798700000,SPECI SBFL 260125Z 33008KT 4500 BR BKN004 18/17 Q1020=,SBFL
1658800800000,METAR SBFL 260200Z 32006KT 4500 BR SCT003 BKN004 18/17 Q1020=,SBFL
1658804400000,METAR SBFL 260300Z 02003KT 4500 BR FEW003 BKN004 17/17 Q1021=,SBFL
1658808000000,METAR SBFL 260400Z 33004KT 4500 BR BKN004 17/17 Q1021=,SBFL
1658811600000,METAR SBFL 260500Z 36006KT 9999 SCT004 BKN010 18/17 Q1021=,SBFL
1658815200000,METAR SBFL 260600Z 36005KT 9999 FEW004 BKN010 18/17 Q1021=,SBFL
1658818800000,METAR SBFL 260700Z 34006KT 9999 BKN011 18/16 Q1021=,SBFL
1658822400000,METAR SBFL 260800Z 32006KT 9999 BKN011 18/16 Q1021=,SBFL
1658826000000,METAR SBFL 260900Z 01003KT 9999 BKN014 18/16 Q1022=,SBFL
1658829600000,METAR SBFL 261000Z 29006KT 9999 SCT015 BKN025 18/16 Q1022=,SBFL
1658833200000,METAR SBFL 261100Z 29008KT 9999 SCT035 18/16 Q1022=,SBFL
1658836800000,METAR SBFL 261200Z 29008KT 9999 FEW035 19/16 Q1023=,SBFL
1658840400000,METAR SBFL 261300Z 32009KT 9999 FEW035 21/16 Q1023=,SBFL
1658844000000,METAR SBFL 261400Z 31006KT 9999 FEW035 22/16 Q1023=,SBFL
1658847600000,METAR SBFL 261500Z 33006KT 9999 FEW035 23/15 Q1022=,SBFL
1658851200000,METAR SBFL 261600Z 35009KT 9999 FEW035 23/15 Q1022=,SBFL
1658854800000,METAR SBFL 261700Z 34008KT 9999 FEW035 24/16 Q1021=,SBFL
