hora,metar,aero
1657497600000,METAR SBBR 110000Z 09004KT CAVOK 18/11 Q1021=,SBBR
1657501200000,METAR SBBR 110100Z 10005KT CAVOK 18/11 Q1022=,SBBR
1657504800000,METAR SBBR 110200Z 07002KT CAVOK 17/11 Q1021=,SBBR
1657508400000,METAR SBBR 110300Z 08003KT 030V130 CAVOK 16/10 Q1022=,SBBR
1657512000000,METAR SBBR 110400Z 04001KT CAVOK 16/10 Q1021=,SBBR
1657515600000,METAR SBBR 110500Z 10001KT CAVOK 14/10 Q1021=,SBBR
1657519200000,METAR SBBR 110600Z VRB01KT CAVOK 12/09 Q1020=,SBBR
1657522800000,METAR SBBR 110700Z 27002KT CAVOK 11/09 Q1020=,SBBR
1657526400000,METAR SBBR 110800Z 00000KT CAVOK 10/08 Q1019=,SBBR
1657530000000,METAR SBBR 110900Z 26002KT CAVOK 10/08 Q1020=,SBBR
1657533600000,METAR SBBR 111000Z 27002KT CAVOK 12/09 Q1020=,SBBR
1657537200000,METAR SBBR 111100Z VRB01KT CAVOK 14/10 Q1021=,SBBR
1657540800000,METAR SBBR 111200Z 07007KT 050V110 CAVOK 18/11 Q1022=,SBBR
1657544400000,METAR SBBR 111300Z 08010KT CAVOK 20/11 Q1022=,SBBR
1657548000000,METAR SBBR 111400Z 07013KT 040V100 9999 SCT035 21/09 Q1022=,SBBR
1657551600000,METAR SBBR 111500Z 07009KT 010V100 9999 SCT035 22/10 Q1022=,SBBR
1657555200000,METAR SBBR 111600Z 07010KT 020V100 9999 FEW040 23/11 Q1020=,SBBR
1657558800000,METAR SBBR 111700Z 06008KT 010V100 9999 FEW045 23/11 Q1019=,SBBR
1657562400000,METAR SBBR 111800Z 07010KT 9999 SCT045 24/09 Q1018=,SBBR
1657566000000,METAR SBBR 111900Z 07011KT 030V100 9999 SCT045 24/10 Q1018=,SBBR
1657569600000,METAR SBBR 112000Z 04007KT 360V080 9999 SCT045 23/10 Q1018=,SBBR
1657573200000,METAR SBBR 112100Z 06007KT 9999 SCT045 22/10 Q1019=,SBBR
1657576800000,METAR SBBR 112200Z 05006KT 9999 FEW045 21/10 Q1019=,SBBR
1657580400000,METAR SBBR 112300Z 02004KT 350V060 9999 FEW045 20/10 Q1020=,SBBR
1657497600000,METAR SBCF 110000Z 08003KT CAVOK 17/10 Q1023=,SBCF
1657501200000,METAR SBCF 110100Z 10002KT CAVOK 16/10 Q1023=,SBCF
1657504800000,METAR SBCF 110200Z 24001KT CAVOK 15/11 Q1023=,SBCF
1657508400000,METAR SBCF 110300Z 22001KT CAVOK 14/10 Q1023=,SBCF
1657512000000,METAR SBCF 110400Z 13003KT CAVOK 15/11 Q1023=,SBCF
1657515600000,METAR SBCF 110500Z 00000KT CAVOK 13/11 Q1023=,SBCF
1657519200000,METAR SBCF 110600Z 00000KT CAVOK 13/11 Q1022=,SBCF
1657522800000,METAR SBCF 110700Z 14001KT 9999 SCT045 13/11 Q1022=,SBCF
1657526400000,METAR SBCF 110800Z 00000KT 9999 SCT045 13/11 Q1022=,SBCF
1657530000000,METAR SBCF 110900Z 12003KT 9999 FEW045 13/11 Q1022=,SBCF
1657533600000,METAR SBCF 111000Z 14002KT 9999 FEW045 13/11 Q1023=,SBCF
1657537200000,METAR SBCF 111100Z 08004KT 9999 FEW045 16/12 Q1023=,SBCF
1657540800000,METAR SBCF 111200Z 03004KT 9999 FEW030 17/12 Q1023=,SBCF
1657544400000,METAR SBCF 111300Z 03014KT 9999 FEW030 20/10 Q1023=,SBCF
1657548000000,METAR SBCF 111400Z 02008KT 9999 SCT040 21/11 Q1023=,SBCF
1657551600000,METAR SBCF 111500Z 03010KT 9999 SCT040 22/10 Q1022=,SBCF
1657555200000,METAR SBCF 111600Z 36010KT 9999 FEW040 22/09 Q1021=,SBCF
1657558800000,METAR SBCF 111700Z 05012KT 9999 FEW040 23/10 Q1020=,SBCF
1657562400000,METAR SBCF 111800Z 01008KT CAVOK 24/09 Q1019=,SBCF
1657566000000,METAR SBCF 111900Z 36006KT CAVOK 24/09 Q1018=,SBCF
1657569600000,METAR SBCF 112000Z 01006KT CAVOK 23/09 Q1019=,SBCF
1657573200000,METAR SBCF 112100Z 02005KT CAVOK 21/08 Q1019=,SBCF
1657576800000,METAR SBCF 112200Z 03006KT CAVOK 20/08 Q1019=,SBCF
1657580400000,METAR SBCF 112300Z 02006KT CAVOK 20/07 Q1020=,SBCF
1657497600000,METAR SBCT 110000Z 04005KT CAVOK 16/12 Q1020=,SBCT
1657501200000,METAR SBCT 110100Z 05004KT CAVOK 15/12 Q1020=,SBCT
1657504800000,METAR SBCT 110200Z 04004KT CAVOK 15/12 Q1020=,SBCT
1657508400000,METAR SBCT 110300Z 05003KT CAVOK 14/12 Q1020=,SBCT
1657512000000,METAR SBCT 110400Z 06003KT CAVOK 13/12 Q1019=,SBCT
1657515600000,METAR SBCT 110500Z 10002KT CAVOK 12/11 Q1019=,SBCT
1657519200000,METAR SBCT 110600Z 05005KT CAVOK 11/11 Q1018=,SBCT
1657522800000,METAR SBCT 110700Z 03005KT CAVOK 12/12 Q1017=,SBCT
1657526400000,METAR SBCT 110800Z 04003KT CAVOK 12/11 Q1016=,SBCT
1657530000000,METAR SBCT 110900Z 04003KT CAVOK 11/11 Q1016=,SBCT
1657533600000,METAR SBCT 111000Z 02002KT CAVOK 11/11 Q1017=,SBCT
1657537200000,METAR SBCT 111100Z 01003KT CAVOK 13/12 Q1017=,SBCT
1657540800000,METAR SBCT 111200Z 34005KT 290V360 CAVOK 16/13 Q1018=,SBCT
1657544400000,METAR SBCT 111300Z 33009KT 300V360 CAVOK 20/12 Q1018=,SBCT
1657545600000,SPECI SBCT 111320Z 33016G26KT CAVOK 21/11 Q1018=,SBCT
1657548000000,METAR SBCT 111400Z 33020KT CAVOK 22/10 Q1017=,SBCT
1657551600000,METAR SBCT 111500Z 33019KT CAVOK 23/11 Q1016=,SBCT
1657555200000,METAR SBCT 111600Z 34017KT CAVOK 23/11 Q1015=,SBCT
1657558800000,METAR SBCT 111700Z 33016G26KT CAVOK 23/11 Q1014=,SBCT
1657562400000,METAR SBCT 111800Z 34016KT CAVOK 23/11 Q1013=,SBCT
1657566000000,METAR SBCT 111900Z 33012KT CAVOK 23/12 Q1013=,SBCT
1657569600000,METAR SBCT 112000Z 33013KT CAVOK 22/12 Q1013=,SBCT
1657573200000,METAR SBCT 112100Z 34009KT CAVOK 20/12 Q1013=,SBCT
1657576800000,METAR SBCT 112200Z 35010KT CAVOK 20/12 Q1013=,SBCT
1657580400000,METAR SBCT 112300Z 01008KT CAVOK 19/12 Q1013=,SBCT
1657497600000,METAR SBFL 110000Z 35012KT 9999 SCT005 18/17 Q1016=,SBFL
1657501200000,METAR SBFL 110100Z 34011KT 9999 SCT005 18/17 Q1015=,SBFL
1657502160000,SPECI SBFL 110116Z 35013KT 9999 BKN006 18/17 Q1015=,SBFL
1657504800000,METAR SBFL 110200Z 34013KT 9999 BKN006 18/17 Q1015=,SBFL
1657508400000,METAR SBFL 110300Z 36010KT 9999 BKN006 19/17 Q1015=,SBFL
1657512000000,METAR SBFL 110400Z 36009KT 9999 FEW010 18/17 Q1015=,SBFL
1657515600000,METAR SBFL 110500Z 35007KT CAVOK 18/17 Q1014=,SBFL
1657519200000,METAR SBFL 110600Z 35008KT 9999 FEW010 18/17 Q1013=,SBFL
1657522200000,SPECI SBFL 110650Z 35011KT 9999 BKN007 18/17 Q1012=,SBFL
1657522800000,METAR SBFL 110700Z 35011KT 9999 BKN007 18/17 Q1012=,SBFL
1657526400000,METAR SBFL 110800Z 35012KT 9999 BKN007 18/17 Q1011=,SBFL
1657530000000,METAR SBFL 110900Z 34014KT 9999 BKN007 18/17 Q1011=,SBFL
1657533600000,METAR SBFL 111000Z 34013KT 9999 SCT007 18/17 Q1011=,SBFL
1657537200000,METAR SBFL 111100Z 34013KT 9999 SCT007 18/17 Q1011=,SBFL
1657540800000,METAR SBFL 111200Z 34015KT 9999 FEW020 19/17 Q1011=,SBFL
1657544400000,METAR SBFL 111300Z 34014KT CAVOK 20/18 Q1011=,SBFL
1657548000000,METAR SBFL 111400Z 35012KT CAVOK 22/18 Q1010=,SBFL
1657551600000,METAR SBFL 111500Z 35015KT CAVOK 25/15 Q1009=,SBFL
1657555200000,METAR SBFL 111600Z 35015KT CAVOK 25/16 Q1008=,SBFL
1657558800000,METAR SBFL 111700Z 35010KT CAVOK 25/16 Q1007=,SBFL
1657562400000,METAR SBFL 111800Z 34012KT 9999 SCT030 BKN070 23/17 Q1006=,SBFL
1657566000000,METAR SBFL 111900Z 36014KT 9999 SCT030 BKN080 23/17 Q1006=,SBFL
1657569600000,METAR SBFL 112000Z 36013KT 9999 SCT025 BKN090 22/16 Q1006=,SBFL
1657573200000,METAR SBFL 112100Z 35014KT 9999 SCT025 SCT080 20/17 Q1006=,SBFL
1657576800000,METAR SBFL 112200Z 34013KT 9999 SCT025 21/16 Q1006=,SBFL
1657580400000,METAR SBFL 112300Z 33011KT 290V350 9999 SCT025 21/17 Q1006=,SBFL
1657497600000,METAR SBGL 110000Z 12007KT CAVOK 22/17 Q1018=,SBGL
1657501200000,METAR SBGL 110100Z 09006KT CAVOK 21/17 Q1019=,SBGL
