hora,metar,aero
1654819200000,METAR SBBR 100000Z 32002KT 9999 FEW045 SCT080 21/11 Q1020=,SBBR
1654822800000,METAR SBBR 100100Z 26002KT 9999 FEW045 SCT080 21/10 Q1020=,SBBR
1654826400000,METAR SBBR 100200Z 07003KT 9999 FEW045 SCT080 18/11 Q1020=,SBBR
1654830000000,METAR SBBR 100300Z 24003KT CAVOK 19/11 Q1020=,SBBR
1654833600000,METAR SBBR 100400Z 17004KT CAVOK 17/11 Q1020=,SBBR
1654837200000,METAR SBBR 100500Z VRB02KT CAVOK 15/11 Q1019=,SBBR
1654840800000,METAR SBBR 100600Z 24003KT CAVOK 16/10 Q1019=,SBBR
1654844400000,METAR SBBR 100700Z 26001KT CAVOK 15/10 Q1019=,SBBR
1654848000000,METAR SBBR 100800Z 27002KT CAVOK 14/10 Q1019=,SBBR
1654851600000,METAR SBBR 100900Z 09001KT CAVOK 13/10 Q1020=,SBBR
1654855200000,METAR SBBR 101000Z VRB02KT CAVOK 13/10 Q1020=,SBBR
1654858800000,METAR SBBR 101100Z 36001KT CAVOK 16/11 Q1021=,SBBR
1654862400000,METAR SBBR 101200Z 28002KT CAVOK 20/12 Q1021=,SBBR
1654866000000,METAR SBBR 101300Z 24002KT CAVOK 24/11 Q1021=,SBBR
1654869600000,METAR SBBR 101400Z VRB03KT 9999 FEW040 SCT100 26/11 Q1021=,SBBR
1654873200000,METAR SBBR 101500Z 29006KT 240V030 9999 FEW045 27/11 Q1020=,SBBR
1654876800000,METAR SBBR 101600Z 27005KT 200V350 9999 FEW045 28/11 Q1019=,SBBR
1654880400000,METAR SBBR 101700Z 29007KT 250V060 9999 FEW045 SCT070 28/10 Q1018=,SBBR
1654884000000,METAR SBBR 101800Z 30007KT 9999 FEW045 SCT070 27/11 Q1018=,SBBR
1654887600000,METAR SBBR 101900Z 24008KT 9999 FEW045 SCT070 27/12 Q1018=,SBBR
1654891200000,METAR SBBR 102000Z 24007KT 9999 SCT045 SCT080 26/11 Q1018=,SBBR
1654894800000,METAR SBBR 102100Z 25005KT 9999 SCT035 BKN080 25/12 Q1019=,SBBR
1654898400000,METAR SBBR 102200Z 24007KT 9999 SCT035 BKN080 24/12 Q1019=,SBBR
1654902000000,METAR SBBR 102300Z 22004KT 9999 SCT035 BKN080 23/13 Q1020=,SBBR
1654819200000,METAR SBCF 100000Z 16002KT CAVOK 20/14 Q1020=,SBCF
1654822800000,METAR SBCF 100100Z 10006KT CAVOK 21/14 Q1020=,SBCF
1654826400000,METAR SBCF 100200Z 15003KT CAVOK 19/14 Q1020=,SBCF
1654830000000,METAR SBCF 100300Z 12003KT CAVOK 19/14 Q1019=,SBCF
1654833600000,METAR SBCF 100400Z 11002KT CAVOK 19/13 Q1019=,SBCF
1654837200000,METAR SBCF 100500Z 05005KT CAVOK 18/13 Q1018=,SBCF
1654840800000,METAR SBCF 100600Z 17002KT CAVOK 17/13 Q1018=,SBCF
1654844400000,METAR SBCF 100700Z 10002KT CAVOK 17/13 Q1018=,SBCF
1654848000000,METAR SBCF 100800Z 21002KT CAVOK 16/13 Q1018=,SBCF
1654851600000,METAR SBCF 100900Z 15002KT 9999 FEW025 BKN100 17/13 Q1019=,SBCF
1654855200000,METAR SBCF 101000Z 13002KT CAVOK 17/13 Q1019=,SBCF
1654858800000,METAR SBCF 101100Z 06004KT CAVOK 19/13 Q1020=,SBCF
1654862400000,METAR SBCF 101200Z 04008KT CAVOK 20/13 Q1020=,SBCF
1654866000000,METAR SBCF 101300Z 04004KT CAVOK 23/13 Q1019=,SBCF
1654869600000,METAR SBCF 101400Z 33007KT CAVOK 25/13 Q1019=,SBCF
1654873200000,METAR SBCF 101500Z 32006KT CAVOK 26/13 Q1018=,SBCF
1654876800000,METAR SBCF 101600Z 30006KT CAVOK 27/13 Q1017=,SBCF
1654880400000,METAR SBCF 101700Z 24007KT 9999 FEW030 BKN090 27/13 Q1016=,SBCF
1654884000000,METAR SBCF 101800Z 22008KT 9999 FEW030 SCT080 28/14 Q1016=,SBCF
1654887600000,METAR SBCF 101900Z 24006KT 9999 FEW030 SCT080 26/13 Q1016=,SBCF
1654891200000,METAR SBCF 102000Z 24005KT CAVOK 25/12 Q1017=,SBCF
1654894800000,METAR SBCF 102100Z 24002KT CAVOK 23/13 Q1017=,SBCF
1654898400000,METAR SBCF 102200Z 32002KT CAVOK 23/12 Q1017=,SBCF
1654902000000,METAR SBCF 102300Z 26002KT CAVOK 22/13 Q1018=,SBCF
1654819200000,METAR SBCT 100000Z 16006KT 9999 -RA FEW005 OVC100 14/13 Q1020=,SBCT
1654822800000,METAR SBCT 100100Z 05006KT 9999 FEW005 BKN100 13/13 Q1018=,SBCT
1654826400000,METAR SBCT 100200Z 20007KT 7000 -RA BKN006 BKN080 14/13 Q1019=,SBCT
1654830000000,METAR SBCT 100300Z 27004KT 9000 -RA BKN009 BKN100 13/13 Q1019=,SBCT
1654833600000,METAR SBCT 100400Z 25009KT 9000 -RA BKN008 BKN100 14/14 Q1018=,SBCT
1654837200000,METAR SBCT 100500Z 22004KT 9999 BKN010 BKN100 13/13 Q1017=,SBCT
1654840800000,METAR SBCT 100600Z 24004KT 9999 BKN010 BKN100 13/13 Q1017=,SBCT
1654844400000,METAR SBCT 100700Z 24004KT 6000 SCT008 12/12 Q1017=,SBCT
1654848000000,METAR SBCT 100800Z 25006KT 2500 BCFG OVC006 12/12 Q1017=,SBCT
1654851600000,METAR SBCT 100900Z 28005KT 230V330 5000 BR BKN003 12/12 Q1017=,SBCT
1654855200000,METAR SBCT 101000Z 30005KT 3000 BR BKN003 OVC010 12/12 Q1018=,SBCT
1654858800000,METAR SBCT 101100Z 27004KT 6000 BKN009 OVC011 13/13 Q1019=,SBCT
1654862400000,METAR SBCT 101200Z 27005KT 240V340 9999 BKN011 OVC017 14/14 Q1019=,SBCT
1654866000000,METAR SBCT 101300Z 25008KT 9000 BKN009 OVC017 14/13 Q1020=,SBCT
1654869600000,METAR SBCT 101400Z 26008KT 9999 SCT009 BKN013 BKN020 15/13 Q1019=,SBCT
1654873200000,METAR SBCT 101500Z 26008KT 240V320 9999 BKN013 BKN020 16/13 Q1019=,SBCT
1654876800000,METAR SBCT 101600Z 24011KT 210V270 9999 BKN013 BKN020 16/12 Q1018=,SBCT
1654880400000,METAR SBCT 101700Z 25010KT 170V290 9999 BKN013 BKN020 16/12 Q1018=,SBCT
1654884000000,METAR SBCT 101800Z 25010KT 9999 SCT013 BKN020 16/11 Q1018=,SBCT
1654887600000,METAR SBCT 101900Z 25007KT 9999 BKN030 16/12 Q1018=,SBCT
1654891200000,METAR SBCT 102000Z 24006KT 9999 OVC025 15/12 Q1019=,SBCT
1654894800000,METAR SBCT 102100Z 28003KT 9999 SCT020 BKN040 15/12 Q1019=,SBCT
1654898400000,METAR SBCT 102200Z 28004KT 9999 FEW009 SCT040 14/12 Q1020=,SBCT
1654902000000,METAR SBCT 102300Z 24007KT 9999 FEW007 13/10 Q1021=,SBCT
1654819200000,METAR SBFL 100000Z 26004KT 9999 FEW030 SCT045 OVC090 18/17 Q1017=,SBFL
1654822800000,METAR COR SBFL 100100Z 30001KT 9999 FEW030 BKN090 17/17 Q1013=,SBFL
1654826400000,METAR SBFL 100200Z 11002KT 9999 -RA FEW025 SCT045 OVC090 18/17 Q1016=,SBFL
1654830000000,METAR SBFL 100300Z 26003KT 9999 FEW025 SCT045 OVC090 18/17 Q1015=,SBFL
1654833600000,METAR SBFL 100400Z 36002KT 9999 -RA FEW025 SCT045 OVC090 18/17 Q1015=,SBFL
1654837200000,METAR SBFL 100500Z 26002KT 9999 FEW025 SCT045 OVC090 18/17 Q1014=,SBFL
1654840800000,METAR SBFL 100600Z 36003KT 9999 FEW025 SCT045 OVC090 17/17 Q1014=,SBFL
1654844400000,METAR SBFL 100700Z 24004KT 9999 FEW025 SCT045 OVC090 18/17 Q1014=,SBFL
1654848000000,METAR SBFL 100800Z 30002KT 9999 FEW025 SCT045 OVC090 17/17 Q1013=,SBFL
1654851600000,METAR SBFL 100900Z 29001KT 9999 FEW025 BKN090 17/17 Q1013=,SBFL
1654855200000,METAR SBFL 101000Z 27002KT 9999 FEW045 BKN090 17/16 Q1014=,SBFL
1654858800000,METAR SBFL 101100Z 24002KT CAVOK 17/16 Q1014=,SBFL
1654862400000,METAR SBFL 101200Z 30003KT CAVOK 18/17 Q1014=,SBFL
1654866000000,METAR SBFL 101300Z 29002KT CAVOK 19/17 Q1015=,SBFL
1654869600000,METAR SBFL 101400Z 29003KT CAVOK 20/16 Q1015=,SBFL
1654873200000,METAR SBFL 101500Z 10004KT 9999 FEW020 21/16 Q1015=,SBFL
1654876800000,METAR SBFL 101600Z 14011KT 9999 SCT020 BKN035 20/16 Q1014=,SBFL
1654880400000,METAR SBFL 101700Z 16006KT 9999 SCT020 BKN035 20/16 Q1014=,SBFL
1654884000000,METAR SBFL 101800Z 19011KT 9999 SCT030 SCT070 19/15 Q1014=,SBFL
1654887600000,METAR SBFL 101900Z 18013KT 150V210 9999 SCT025 SCT070 18/14 Q1015=,SBFL
